"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"3362","충청북도 단양군 영춘면 하리","집합","410-1","","계획관리","숙박","12m미만","27.30"," ","4,650","3","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3363","충청북도 단양군 영춘면 하리","집합","410-1","","계획관리","숙박","12m미만","27.30"," ","4,650","3","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3364","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3365","충청북도 단양군 영춘면 하리","집합","410-1","","계획관리","숙박","12m미만","27.30"," ","4,650","3","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3366","서울특별시 광진구 구의동","일반","2**","광나루로","제3종일반주거","제2종근린생활","25m이상","3114.02","690.60","2,000,000","","법인","개인","202408","12","","1998","20241022","중개거래","서울 강남구"
"3367","서울특별시 광진구 구의동","일반","2**","광나루로","제3종일반주거","제2종근린생활","25m이상","3114.02","690.60","2,000,000","","법인","개인","202408","12","","","-","중개거래","서울 강남구"
"3368","충청북도 단양군 영춘면 하리","집합","410-1","","계획관리","숙박","12m미만","27.30"," ","4,650","3","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3369","서울특별시 영등포구 신길동","일반","2**","가마산로","근린상업","제2종근린생활","8m미만","295.63","112.00","200,000","","법인","개인","202408","12","","2007","-","중개거래","서울 도봉구"
"3370","충청북도 단양군 영춘면 하리","집합","410-1","","계획관리","숙박","12m미만","27.30"," ","4,400","2","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3371","전북특별자치도 정읍시 장명동","일반","1**","씨교2길","제2종일반주거","제1종근린생활","12m미만","69.15","137.40","4,500","","개인","개인","202408","12","","1977","-","직거래","-"
"3372","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3373","충청북도 단양군 영춘면 하리","집합","410-1","","계획관리","숙박","12m미만","27.30"," ","4,400","2","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3374","충청북도 단양군 영춘면 하리","집합","410-1","","계획관리","숙박","12m미만","27.30"," ","4,400","2","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3375","충청북도 단양군 영춘면 하리","집합","410-1","","계획관리","숙박","12m미만","27.30"," ","4,400","2","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3376","충청북도 단양군 영춘면 하리","집합","410-1","","계획관리","숙박","12m미만","27.30"," ","4,400","2","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3377","인천광역시 연수구 송도동","집합","29-8","센트럴로","중심상업","업무","25m이상","39.40"," ","18,000","","개인","법인","202408","12","","2022","-","중개거래","인천 연수구"
"3378","충청북도 단양군 영춘면 하리","집합","410-1","","계획관리","숙박","12m미만","27.30"," ","4,400","2","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3379","충청북도 단양군 영춘면 하리","집합","410-1","","계획관리","숙박","12m미만","27.30"," ","4,400","1","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3380","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3381","충청북도 단양군 영춘면 하리","집합","410-1","","계획관리","숙박","12m미만","27.30"," ","4,400","1","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3382","충청북도 단양군 영춘면 하리","집합","410-1","","계획관리","숙박","12m미만","27.30"," ","4,400","1","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3383","충청북도 단양군 영춘면 하리","집합","410-1","","계획관리","숙박","12m미만","27.30"," ","4,400","1","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3384","충청북도 단양군 영춘면 하리","집합","410-1","","계획관리","숙박","12m미만","27.30"," ","4,400","1","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3385","충청북도 단양군 영춘면 하리","집합","410-1","","계획관리","숙박","12m미만","27.30"," ","4,400","1","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3386","충청북도 단양군 영춘면 하리","일반","4**","","계획관리","숙박","12m미만","633.30","900.00","75,100","","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3387","충청북도 단양군 영춘면 하리","일반","4**","강변로","계획관리","제2종근린생활","12m미만","317.80","500.00","39,200","","기타","개인","202408","12","","2004","-","중개거래","충북 단양군"
"3388","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","59.50"," ","2,200","17","개인","개인","202408","12","지분","2004","-","직거래","-"
"3389","충청북도 괴산군 괴산읍 동부리","일반","6**","읍내로2길","제1종일반주거","제1종근린생활","12m미만","676.95","1242.00","120,000","","개인","개인","202408","12","","1999","-","직거래","-"
"3390","충청북도 진천군 진천읍 송두리","일반","3**","성중로","계획관리","제2종근린생활","12m미만","198.03","303.00","40,000","","개인","법인","202408","12","","2023","-","중개거래","충북 음성군, 충북 진천군"
"3391","충청북도 진천군 진천읍 성석리","일반","2**","삼덕1길","생산관리","제2종근린생활","8m미만","97.20","409.00","20,000","","법인","개인","202408","12","","2020","-","직거래","-"
"3392","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3393","충청북도 제천시 백운면 평동리","집합","723","","계획관리","숙박","12m미만","119.13"," ","12,358","2","법인","법인","202408","12","지분","2021","-","직거래","-"
"3394","충청북도 제천시 덕산면 도전리","일반","1***","약초로3길","계획관리","제1종근린생활","12m미만","253.81","19.00","16,000","","개인","개인","202408","12","지분","","-","직거래","-"
"3395","서울특별시 영등포구 신길동","집합","4943","신길로","제2종일반주거","판매","25m이상","56.69"," ","74,388","1","법인","법인","202408","12","","2013","-","직거래","-"
"3396","서울특별시 영등포구 신길동","집합","4943","신길로","제2종일반주거","판매","25m이상","67.78"," ","88,940","1","법인","법인","202408","12","","2013","-","직거래","-"
"3397","경기도 양평군 개군면 공세리","집합","389-7","신내길7번길","계획관리","숙박","12m미만","51.48"," ","900","5","개인","개인","202408","12","지분","1992","-","직거래","-"
"3398","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3399","경기도 성남시 분당구 정자동","집합","46-2","백현로","근린상업","교육연구","25m이상","142.04"," ","62,000","","법인","개인","202408","12","","1994","-","중개거래","경기 성남시 분당구"
"3400","서울특별시 영등포구 신길동","집합","4943","신길로","제2종일반주거","판매","25m이상","87.08"," ","151,629","1","법인","법인","202408","12","","2013","-","직거래","-"
"3401","서울특별시 중구 남대문로5가","일반","3*","세종대로2나길","일반상업","제2종근린생활","8m미만","4917.39","275.80","1,650,000","","법인","개인","202408","12","지분","1973","-","직거래","-"
"3402","경기도 성남시 분당구 정자동","집합","46-2","백현로","근린상업","제2종근린생활","25m이상","127.27"," ","40,000","","법인","개인","202408","12","","1994","-","중개거래","경기 성남시 분당구"
"3403","경기도 성남시 분당구 구미동","집합","24-1","돌마로","중심상업","업무","25m이상","45.47"," ","22,500","","개인","개인","202408","12","","2001","-","중개거래","경기 성남시 분당구"
"3404","경기도 안산시 단원구 고잔동","집합","539-4","고잔로","일반상업","제2종근린생활","25m미만","128.57"," ","38,990","2","개인","개인","202408","12","지분","2016","-","직거래","-"
"3405","경기도 안산시 단원구 고잔동","집합","539-4","고잔로","일반상업","제2종근린생활","25m미만","113.60"," ","37,410","2","개인","개인","202408","12","","2016","-","직거래","-"
"3406","경기도 안산시 단원구 고잔동","집합","539-4","고잔로","일반상업","제2종근린생활","25m미만","83.23"," ","28,058","2","개인","개인","202408","12","","2016","-","직거래","-"
"3407","경기도 안산시 단원구 고잔동","집합","539-4","고잔로","일반상업","제2종근린생활","25m미만","73.82"," ","24,886","2","개인","개인","202408","12","","2016","-","직거래","-"
"3408","경기도 안산시 단원구 고잔동","집합","539-4","고잔로","일반상업","제2종근린생활","25m미만","167.64"," ","56,491","2","개인","개인","202408","12","","2016","-","직거래","-"
"3409","경기도 안산시 단원구 고잔동","집합","539-4","고잔로","일반상업","제2종근린생활","25m미만","80.04"," ","40,770","1","개인","개인","202408","12","","2016","-","직거래","-"
"3410","경기도 안산시 단원구 고잔동","집합","539-4","고잔로","일반상업","제2종근린생활","25m미만","36.65"," ","46,656","1","개인","개인","202408","12","","2016","-","직거래","-"
"3411","경기도 안산시 단원구 고잔동","집합","539-4","고잔로","일반상업","제2종근린생활","25m미만","71.07"," ","67,878","1","개인","개인","202408","12","","2016","-","직거래","-"
"3412","경기도 안산시 단원구 고잔동","집합","539-4","고잔로","일반상업","제2종근린생활","25m미만","47.09"," ","41,958","1","개인","개인","202408","12","","2016","-","직거래","-"
"3413","경기도 안산시 단원구 고잔동","집합","539-4","고잔로","일반상업","제2종근린생활","25m미만","41.81"," ","53,244","1","개인","개인","202408","12","","2016","-","직거래","-"
"3414","서울특별시 송파구 송파동","일반","1*","송파대로","제3종일반주거","제2종근린생활","25m이상","1207.23","648.80","1,670,000","","법인","개인","202408","12","","1992","-","중개거래","서울 강남구"
"3415","부산광역시 해운대구 좌동","집합","1467-2","해운대로","중심상업","판매","25m이상","8.00"," ","5,877","21","법인","법인","202408","12","","2001","-","직거래","-"
"3416","부산광역시 해운대구 좌동","집합","1467-2","해운대로","중심상업","판매","25m이상","8.00"," ","5,855","21","법인","법인","202408","12","","2001","-","직거래","-"
"3417","부산광역시 해운대구 좌동","집합","1467-2","해운대로","중심상업","판매","25m이상","8.00"," ","4,895","30","법인","법인","202408","12","","2001","-","직거래","-"
"3418","서울특별시 중구 남대문로5가","일반","1*","세종대로2나길","일반상업","제1종근린생활","12m미만","377.35","62.64","500,000","","법인","개인","202408","12","지분","1971","-","직거래","-"
"3419","서울특별시 중구 남대문로5가","일반","1*","세종대로2나길","일반상업","숙박","8m미만","403.36","209.30","800,000","","법인","개인","202408","12","","1965","-","직거래","-"
"3420","서울특별시 영등포구 신길동","집합","4943","신길로","제2종일반주거","판매","25m이상","55.70"," ","73,089","1","법인","법인","202408","12","","2013","-","직거래","-"
"3421","서울특별시 중구 남대문로5가","일반","3*","세종대로2나길","일반상업","제2종근린생활","8m미만","108.56","52.90","350,000","","법인","개인","202408","12","","1958","-","직거래","-"
"3422","부산광역시 해운대구 좌동","집합","1467-2","해운대로","중심상업","판매","25m이상","4.61"," ","2,820","31","법인","법인","202408","12","","2001","-","직거래","-"
"3423","부산광역시 해운대구 좌동","집합","1467-2","해운대로","중심상업","판매","25m이상","8.00"," ","4,895","31","법인","법인","202408","12","","2001","-","직거래","-"
"3424","부산광역시 해운대구 좌동","집합","1467-2","해운대로","중심상업","판매","25m이상","8.00"," ","4,895","31","법인","법인","202408","12","","2001","-","직거래","-"
"3425","부산광역시 해운대구 좌동","집합","1467-2","해운대로","중심상업","판매","25m이상","8.00"," ","4,485","40","법인","법인","202408","12","","2001","-","직거래","-"
"3426","부산광역시 해운대구 좌동","집합","1467-2","해운대로","중심상업","판매","25m이상","8.00"," ","4,075","50","법인","법인","202408","12","","2001","-","직거래","-"
"3427","부산광역시 해운대구 좌동","집합","1467-2","해운대로","중심상업","판매","25m이상","8.00"," ","4,075","50","법인","법인","202408","12","","2001","-","직거래","-"
"3428","서울특별시 영등포구 여의도동","집합","45-18","국제금융로8길","일반상업","업무","25m미만","45.25"," ","43,366","8","법인","법인","202408","12","","1983","-","직거래","-"
"3429","부산광역시 해운대구 좌동","집합","1467-2","해운대로","중심상업","판매","25m이상","16.00"," ","7,031","60","법인","법인","202408","12","","2001","-","직거래","-"
"3430","부산광역시 해운대구 좌동","집합","1467-2","해운대로","중심상업","판매","25m이상","8.64"," ","3,798","60","법인","법인","202408","12","","2001","-","직거래","-"
"3431","부산광역시 해운대구 좌동","집합","1467-2","해운대로","중심상업","판매","25m이상","8.33"," ","3,660","60","법인","법인","202408","12","","2001","-","직거래","-"
"3432","서울특별시 영등포구 신길동","집합","4943","신길로","제2종일반주거","판매","25m이상","59.24"," ","77,735","1","법인","법인","202408","12","","2013","-","직거래","-"
"3433","서울특별시 영등포구 신길동","집합","4943","신길로","제2종일반주거","판매","25m이상","68.68"," ","90,122","1","법인","법인","202408","12","","2013","-","직거래","-"
"3434","서울특별시 영등포구 신길동","집합","4943","신길로","제2종일반주거","판매","25m이상","124.54"," ","163,421","1","법인","법인","202408","12","","2013","-","직거래","-"
"3435","서울특별시 영등포구 신길동","집합","4943","신길로","제2종일반주거","판매","25m이상","52.76"," ","69,232","1","법인","법인","202408","12","","2013","-","직거래","-"
"3436","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","제2종근린생활","25m이상","232.70"," ","68,843","","법인","법인","202408","12","","2009","20240925","직거래","-"
"3437","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","제2종근린생활","25m이상","58.67"," ","42,577","","법인","법인","202408","12","","2009","-","직거래","-"
"3438","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","판매","25m이상","1572.20"," ","709,613","","법인","법인","202408","12","","2009","-","직거래","-"
"3439","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","판매","25m이상","40.12"," ","21,553","","법인","법인","202408","12","","2009","-","직거래","-"
"3440","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","판매","25m이상","77.18"," ","41,465","","법인","법인","202408","12","","2009","-","직거래","-"
"3441","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","판매","25m이상","72.38"," ","36,063","","법인","법인","202408","12","","2009","-","직거래","-"
"3442","서울특별시 중구 장교동","집합","1","청계천로","일반상업","업무","25m이상","44490.20"," ","80,800,000","","법인","법인","202408","12","","1987","-","직거래","-"
"3443","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","제1종근린생활","25m이상","91.57"," ","44,960","","법인","법인","202408","12","","2009","-","직거래","-"
"3444","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","업무","25m이상","336.81"," ","265,840","","법인","법인","202408","12","","2009","-","직거래","-"
"3445","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","12.07"," ","10,037","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3446","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","1266.09"," ","1,019,799","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3447","인천광역시 미추홀구 주안동","일반","2**","경원대로","일반상업","제2종근린생활","25m이상","202.30","369.40","523,402","","법인","법인","202408","12","","","-","직거래","-"
"3448","인천광역시 미추홀구 주안동","일반","2**","경원대로833번길","일반상업","제2종근린생활","25m이상","325.00","1001.70","1,492,767","","법인","법인","202408","12","","1992","-","직거래","-"
"3449","인천광역시 미추홀구 주안동","일반","2**","경인로","일반상업","제2종근린생활","25m이상","1715.23","718.20","1,052,582","","법인","법인","202408","12","","1977","-","직거래","-"
"3450","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","판매","25m이상","30.01"," ","25,419","","법인","법인","202408","12","","2009","-","직거래","-"
"3451","인천광역시 미추홀구 주안동","일반","2**","경원대로","준주거","제2종근린생활","25m이상","514.49","800.00","643,200","","법인","개인","202408","12","","","-","직거래","-"
"3452","인천광역시 미추홀구 주안동","일반","2**","경원대로","준주거","제2종근린생활","25m이상","265.66","808.50","851,351","","법인","개인","202408","12","","","-","직거래","-"
"3453","인천광역시 미추홀구 주안동","일반","2**","경원대로","준주거","제2종근린생활","25m이상","493.04","199.40","200,198","","법인","개인","202408","12","","1987","-","직거래","-"
"3454","인천광역시 미추홀구 주안동","일반","2**","경원대로","준주거","제2종근린생활","25m이상","7994.08","1487.80","2,359,196","","법인","개인","202408","12","","","-","직거래","-"
"3455","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3456","경기도 고양시 일산서구 대화동","집합","2220-1","중앙로","일반상업","제2종근린생활","25m이상","33.44"," ","85,000","1","개인","개인","202408","12","","2006","-","중개거래","경기 고양시 일산서구"
"3457","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","판매","25m이상","31.59"," ","25,578","","법인","법인","202408","12","","2009","-","직거래","-"
"3458","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","판매","25m이상","130.42"," ","102,735","","법인","법인","202408","12","","2009","-","직거래","-"
"3459","서울특별시 영등포구 신길동","집합","4943","신길로","제2종일반주거","판매","25m이상","65.60"," ","148,658","1","법인","법인","202408","12","","2013","-","직거래","-"
"3460","경기도 여주시 대신면 율촌리","일반","3**","여양로","제2종일반주거","제1종근린생활","25m미만","65.88","549.00","52,000","","개인","개인","202408","12","","","-","직거래","-"
"3461","대전광역시 서구 관저동","일반","1***","관저로","제3종일반주거","제2종근린생활","25m이상","34.80","39.59","12,300","2","개인","개인","202408","12","","","-","중개거래","대전 서구"
"3462","경기도 용인시 기흥구 보라동","일반","3**","용구대로1890번길","자연녹지","제2종근린생활","8m미만","491.36","1076.00","166,000","","기타","개인","202408","12","","2003","20240920","중개거래","경기 화성시"
"3463","경기도 용인시 기흥구 보라동","일반","3**","용구대로1890번길","자연녹지","제2종근린생활","8m미만","491.36","1076.00","166,000","","기타","개인","202408","12","","2003","-","중개거래","경기 화성시"
"3464","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","제2종근린생활","25m이상","33.62"," ","27,219","","법인","법인","202408","12","","2009","-","직거래","-"
"3465","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","판매","25m이상","33.12"," ","26,849","","법인","법인","202408","12","","2009","-","직거래","-"
"3466","경기도 포천시 일동면 유동리","일반","2**","벌판마을길","계획관리","제1종근린생활","8m미만","265.50","941.00","35,950","","개인","개인","202408","12","","2007","-","중개거래","경기 포천시"
"3467","경기도 포천시 일동면 유동리","일반","2**","벌판마을길","계획관리","제1종근린생활","8m미만","265.50","941.00","36,000","","개인","개인","202408","12","","2007","20240930","중개거래","경기 포천시"
"3468","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","판매","25m이상","21.97"," ","17,899","","법인","법인","202408","12","","2009","-","직거래","-"
"3469","부산광역시 해운대구 송정동","일반","2**","송정중앙로33번길","일반상업","제1종근린생활","12m미만","398.75","179.50","120,000","","법인","개인","202408","12","","1988","-","중개거래","부산 해운대구"
"3470","경기도 포천시 소흘읍 이동교리","집합","374-73","호국로287번길","계획관리","제1종근린생활","8m미만","28.00"," ","5,500","1","개인","개인","202408","12","","2016","-","중개거래","경기 포천시"
"3471","서울특별시 성북구 정릉동","집합","688-13","솔샘로","제2종일반주거","제1종근린생활","8m미만","89.19"," ","27,500","","개인","개인","202408","12","","2005","-","중개거래","서울 성북구"
"3472","경기도 포천시 소흘읍 이동교리","집합","374-39","","계획관리","제2종근린생활","8m미만","28.47"," ","4,500","2","개인","개인","202408","12","","2014","-","중개거래","경기 포천시"
"3473","서울특별시 강북구 미아동","집합","403-7","솔샘로60길","제2종일반주거","제1종근린생활","8m미만","20.79"," ","46,000","1","개인","개인","202408","12","","1973","-","중개거래","서울 강북구"
"3474","부산광역시 해운대구 송정동","일반","2**","송정중앙로33번길","일반상업","제1종근린생활","12m미만","398.75","179.50","120,000","","법인","개인","202408","12","","1988","20240814","중개거래","부산 해운대구"
"3475","부산광역시 해운대구 송정동","일반","2**","송정중앙로33번길","일반상업","제1종근린생활","12m미만","398.75","179.50","120,000","","법인","개인","202408","12","","1988","20240820","중개거래","부산 해운대구"
"3476","부산광역시 사하구 당리동","집합","304-6","낙동대로","준주거","기타","25m이상","720.49"," ","128,000","","법인","법인","202408","12","","2020","-","직거래","-"
"3477","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","기타","25m이상","477.30"," ","256,308","","법인","법인","202408","12","","2009","-","직거래","-"
"3478","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","교육연구","25m이상","694.65"," ","173,696","","법인","법인","202408","12","","2009","-","직거래","-"
"3479","인천광역시 중구 중산동","집합","1875-3","하늘달빛로","중심상업","제2종근린생활","25m이상","95.12"," ","41,272","3","개인","개인","202408","12","","2018","-","직거래","-"
"3480","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","기타","25m이상","1134.57"," ","273,254","","법인","법인","202408","12","","2009","-","직거래","-"
"3481","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","제2종근린생활","25m이상","32.26"," ","7,785","","법인","법인","202408","12","","2009","-","직거래","-"
"3482","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","교육연구","25m이상","144.23"," ","44,907","","법인","법인","202408","12","","2009","-","직거래","-"
"3483","인천광역시 중구 중산동","집합","1875-3","하늘달빛로","중심상업","제2종근린생활","25m이상","150.10"," ","73,728","3","개인","개인","202408","12","","2018","-","직거래","-"
"3484","부산광역시 강서구 강동동","일반","1**","낙동북로31번길","제1종일반주거","제2종근린생활","8m미만","453.70","677.00","173,500","","법인","법인","202408","12","","2024","20240911","중개거래","부산 강서구"
"3485","경기도 화성시 팔탄면 율암리","집합","580-9","서해로1121번길","계획관리","제1종근린생활","25m미만","58.46"," ","2,200","21","개인","개인","202408","12","","2006","-","중개거래","경기 화성시"
"3486","부산광역시 강서구 강동동","일반","1**","낙동북로31번길","제1종일반주거","제2종근린생활","8m미만","453.70","677.00","173,500","","법인","법인","202408","12","","2024","-","중개거래","부산 강서구"
"3487","경상북도 포항시 북구 장성동","일반","1***","침촌마을길","제1종일반주거","교육연구","8m미만","356.02","297.80","50,000","","개인","개인","202408","12","","2012","-","직거래","-"
"3488","경상북도 포항시 북구 장성동","일반","1***","침촌마을길","제1종일반주거","기타","12m미만","493.83","351.50","50,000","","개인","개인","202408","12","","2004","-","직거래","-"
"3489","서울특별시 노원구 공릉동","집합","758","공릉로34길","자연녹지","제2종근린생활","25m미만","31.76"," ","31,000","1","개인","개인","202408","12","","2022","-","중개거래","서울 노원구"
"3490","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","제2종근린생활","25m이상","155.26"," ","48,349","","법인","법인","202408","12","","2009","-","직거래","-"
"3491","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","제2종근린생활","25m이상","158.77"," ","49,461","","법인","법인","202408","12","","2009","-","직거래","-"
"3492","경기도 고양시 덕양구 용두동","일반","2**","용두로","제1종일반주거","제1종근린생활","12m미만","198.04","472.00","147,000","","개인","법인","202408","12","","2007","-","중개거래","경기 고양시 덕양구"
"3493","경기도 김포시 양촌읍 누산리","일반","6**","누산봉성로53번길","계획관리","제2종근린생활","8m미만","140.90","262.00","40,590","","법인","개인","202408","12","","1998","-","직거래","-"
"3494","부산광역시 기장군 기장읍 시랑리","집합","704","기장해안로","제3종일반주거","숙박","25m미만","92.78"," ","6,000","","개인","개인","202408","12","지분","2017","-","직거래","-"
"3495","부산광역시 기장군 기장읍 시랑리","집합","704","기장해안로","제3종일반주거","숙박","25m미만","92.78"," ","5,500","","법인","개인","202408","12","지분","2017","-","직거래","-"
"3496","부산광역시 기장군 기장읍 시랑리","집합","704","기장해안로","제3종일반주거","숙박","25m미만","93.55"," ","5,500","","법인","법인","202408","12","지분","2017","-","직거래","-"
"3497","부산광역시 기장군 기장읍 시랑리","집합","704","기장해안로","제3종일반주거","숙박","25m미만","92.78"," ","4,200","","개인","개인","202408","12","지분","2017","-","직거래","-"
"3498","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3499","대구광역시 달서구 이곡동","일반","9**","달구벌대로","일반공업","제2종근린생활","25m이상","1127.14","551.00","226,000","","법인","개인","202408","12","","","-","중개거래","대구 서구"
"3500","서울특별시 노원구 상계동","집합","693-2","상계로","준주거","제2종근린생활","25m이상","56.79"," ","9,700","","개인","개인","202408","12","","","-","중개거래","서울 노원구"
"3501","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","제1종근린생활","25m이상","183.08"," ","57,193","","법인","법인","202408","12","","2009","-","직거래","-"
"3502","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","제2종근린생활","25m이상","148.04"," ","46,072","","법인","법인","202408","12","","2009","-","직거래","-"
"3503","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","제2종근린생활","25m이상","365.54"," ","96,910","","법인","법인","202408","12","","2009","-","직거래","-"
"3504","서울특별시 서대문구 홍제동","집합","469","통일로","제3종일반주거","제2종근린생활","25m이상","232.70"," ","68,843","","법인","법인","202408","12","","2009","-","직거래","-"
"3505","서울특별시 영등포구 신길동","집합","4943","신길로","제2종일반주거","판매","25m이상","71.57"," ","162,187","1","법인","법인","202408","12","","2013","-","직거래","-"
"3506","서울특별시 영등포구 신길동","집합","4943","신길로","제2종일반주거","판매","25m이상","49.68"," ","112,583","1","법인","법인","202408","12","","2013","-","직거래","-"
"3507","서울특별시 영등포구 신길동","집합","4943","신길로","제2종일반주거","판매","25m이상","25.39"," ","40,574","1","법인","법인","202408","12","","2013","-","직거래","-"
"3508","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3509","경기도 부천시 원미구 상동","집합","533-10","길주로77번길","일반상업","제2종근린생활","25m미만","100.80"," ","30,000","5","개인","개인","202408","12","","2002","-","중개거래","경기 부천시 원미구"
"3510","대구광역시 동구 중대동","일반","7**","파계로116길","제1종일반주거","제2종근린생활","8m미만","40.69","96.00","10,560","","법인","개인","202408","12","","","-","직거래","-"
"3511","부산광역시 사상구 괘법동","일반","5**","광장로20번길","준공업","제1종근린생활","12m미만","202.03","112.73","55,103","","개인","개인","202408","12","지분","1998","-","직거래","-"
"3512","경기도 남양주시 화도읍 가곡리","일반","2**","비룡로331번길","계획관리","제2종근린생활","8m미만","399.10","935.00","105,223","","개인","개인","202408","12","","2024","-","중개거래","경기 남양주시"
"3513","대구광역시 동구 신천동","일반","3**","동부로28길","중심상업","제1종근린생활","8m미만","489.06","262.10","165,000","","법인","개인","202408","12","","1985","-","중개거래","대구 동구"
"3514","경기도 남양주시 화도읍 가곡리","일반","2**","비룡로331번길","계획관리","제2종근린생활","8m미만","399.10","935.00","107,500","","개인","개인","202408","12","","2024","20240903","중개거래","경기 남양주시"
