"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"16244","대전광역시 서구 도안동","1***","12m미만","53.00","월세","202408","19","1,000","60","2014","도안동로31번길","202409~202509","신규","-","","","단독다가구"
"16245","경상북도 영주시 휴천동","6**","12m미만","25.56","월세","202408","19","1,540","7","2022","대학로58번길","202406~202609","갱신","-","200","14","단독다가구"
"16246","대전광역시 유성구 죽동","7**","12m미만","25.00","월세","202408","19","500","40","2014","죽동로279번길","202408~202508","신규","-","","","단독다가구"
"16247","대전광역시 유성구 죽동","7**","12m미만","16.00","월세","202408","19","1,000","65","","죽동로297번길","202408~202502","신규","-","","","단독다가구"
"16248","대전광역시 서구 도안동","1***","12m미만","38.91","월세","202408","19","1,000","80","2020","용소로49번길","202408~202608","신규","-","","","단독다가구"
"16249","제주특별자치도 제주시 이도이동","1***","12m미만","39.67","월세","202408","19","200","49","2014","구남로8길","202408~202508","신규","-","","","단독다가구"
"16250","제주특별자치도 제주시 이도이동","1***","8m미만","50.00","월세","202408","19","300","65","2011","신설로6길","202408~202508","신규","-","","","단독다가구"
"16251","제주특별자치도 제주시 삼도이동","1***","12m미만","33.00","월세","202408","19","300","55","2016","탑동로13길","202408~202508","신규","-","","","단독다가구"
"16252","대전광역시 서구 내동","2*","8m미만","23.10","월세","202408","19","0","50","2016","동서대로998번길","202408~202508","신규","-","","","단독다가구"
"16253","경기도 시흥시 하상동","3**","12m미만","27.00","월세","202408","19","500","30","2002","하상로8번길","202408~202608","신규","-","","","단독다가구"
"16254","강원특별자치도 원주시 무실동","1***","12m미만","58.25","월세","202408","19","1,000","65","2016","솔우물1길","202408~202508","신규","-","","","단독다가구"
"16255","제주특별자치도 제주시 건입동","1***","12m미만","58.21","월세","202408","19","2,000","54","1975","동대3길","202408~202608","신규","-","","","단독다가구"
"16256","대전광역시 서구 갈마동","4**","12m미만","46.20","월세","202408","19","3,000","95","2024","갈마로117번길","202409~202509","신규","-","","","단독다가구"
"16257","대전광역시 서구 갈마동","3**","12m미만","25.00","월세","202408","19","500","20","2001","계룡로354번길","202408~202508","신규","-","","","단독다가구"
"16258","대전광역시 서구 갈마동","2**","12m미만","40.00","전세","202408","19","8,000","0","2002","신갈마로211번길","202409~202609","신규","-","","","단독다가구"
"16259","대전광역시 서구 갈마동","3**","8m미만","79.17","월세","202408","19","11,000","10","2009","갈마로","-","-","-","","","단독다가구"
"16260","대전광역시 서구 갈마동","3**","12m미만","33.00","전세","202408","19","9,500","0","2015","계룡로342번길","-","-","-","","","단독다가구"
"16261","대전광역시 서구 갈마동","3**","12m미만","33.00","전세","202408","19","9,500","0","2015","계룡로342번길","202409~202609","신규","-","","","단독다가구"
"16262","경기도 의왕시 내손동","7**","12m미만","127.26","전세","202408","19","49,000","0","1984","정우2길","202505~202705","신규","-","","","단독다가구"
"16263","경기도 의왕시 내손동","7**","12m미만","127.26","전세","202408","19","49,000","0","1984","정우2길","202412~202612","신규","-","","","단독다가구"
"16264","경기도 의왕시 내손동","7**","12m미만","127.26","전세","202408","19","49,000","0","1984","정우2길","202504~202704","신규","-","","","단독다가구"
"16265","경기도 의왕시 내손동","6**","12m미만","46.80","전세","202408","19","17,000","0","2019","내손공원길","202410~202610","신규","-","","","단독다가구"
"16266","대전광역시 서구 갈마동","3**","8m미만","79.17","월세","202408","19","11,000","10","2009","갈마로","202410~202610","신규","-","","","단독다가구"
"16267","대전광역시 서구 갈마동","2**","12m미만","40.00","전세","202408","19","8,000","0","2002","신갈마로211번길","-","-","-","","","단독다가구"
"16268","경기도 시흥시 대야동","4**","12m미만","27.85","월세","202408","19","300","35","1987","문화마을로16번길","202409~202609","신규","-","","","단독다가구"
"16269","대전광역시 서구 갈마동","1***","8m미만","35.00","월세","202408","19","300","35","1997","갈마중로46번길","202408~202608","신규","-","","","단독다가구"
"16270","대전광역시 서구 갈마동","8**","12m미만","26.00","월세","202408","19","300","33","1999","한밭대로656번길","202408~202508","신규","-","","","단독다가구"
"16271","대전광역시 서구 갈마동","2**","12m미만","32.00","월세","202408","19","200","30","2003","신갈마로211번길","202408~202508","신규","-","","","단독다가구"
"16272","경기도 시흥시 대야동","4**","8m미만","66.36","월세","202408","19","7,500","12","1990","호현로85번길","202409~202609","신규","-","","","단독다가구"
"16273","경기도 시흥시 대야동","4**","8m미만","66.36","전세","202408","19","7,500","0","1990","호현로85번길","202409~202609","신규","-","","","단독다가구"
"16274","경기도 하남시 덕풍동","4**","8m미만","30.00","월세","202408","19","1,000","30","1993","덕풍공원로","202409~202609","신규","-","","","단독다가구"
"16275","경기도 군포시 당동","8**","12m미만","27.00","전세","202408","19","6,300","0","2001","용호2로20번길","202409~202609","신규","-","","","단독다가구"
"16276","대전광역시 서구 갈마동","1***","8m미만","50.00","월세","202408","19","100","20","1997","갈마중로42번길","202408~202508","신규","-","","","단독다가구"
"16277","경상남도 거제시 장평동","6**","8m미만","60.00","월세","202408","19","200","50","2014","장평1로16길","202408~202508","신규","-","","","단독다가구"
"16278","경상남도 거제시 장평동","8*","12m미만","45.00","월세","202408","19","300","51","2013","장평3로4길","202408~202508","신규","-","","","단독다가구"
"16279","경상남도 거제시 장평동","1**","12m미만","33.00","월세","202408","19","100","37","2010","장평2로2길","202408~202508","신규","-","","","단독다가구"
"16280","경기도 광주시 송정동","1**","8m미만","20.00","전세","202408","19","5,500","0","","통미로","202408~202608","갱신","-","6,500","0","단독다가구"
"16281","경기도 양주시 덕정동","1**","8m미만","196.00","월세","202408","19","300","35","1989","덕정5안길","-","-","-","","","단독다가구"
"16282","대전광역시 서구 월평동","5**","12m미만","27.00","월세","202408","19","300","29","2016","한밭대로600번길","202409~202508","신규","-","","","단독다가구"
"16283","대전광역시 서구 월평동","3**","25m미만","60.00","전세","202408","19","5,000","0","1996","월평로","202408~202608","신규","-","","","단독다가구"
"16284","대전광역시 서구 월평동","5**","12m미만","21.12","전세","202408","19","10,000","0","","한밭대로592번길","202409~202609","신규","-","","","단독다가구"
"16285","대전광역시 서구 월평동","1***","8m미만","31.00","월세","202408","19","1,000","40","1997","월평새뜸로8번길","202408~202508","신규","-","","","단독다가구"
"16286","제주특별자치도 제주시 용담이동","2***","8m미만","18.53","월세","202408","19","100","25","","용문로20길","202409~202508","신규","-","","","단독다가구"
"16287","대전광역시 서구 월평동","1***","25m미만","35.87","월세","202408","19","1,000","65","2024","월평서로25번길","202408~202508","신규","-","","","단독다가구"
"16288","대전광역시 서구 월평동","1***","12m미만","20.21","전세","202408","19","13,000","0","1999","월평새뜸로8번길","202409~202608","신규","-","","","단독다가구"
"16289","대전광역시 서구 월평동","5**","12m미만","129.00","월세","202408","19","3,000","95","2003","월평중로24번길","202408~202508","신규","-","","","단독다가구"
"16290","경기도 광명시 소하동","1***","25m미만","20.00","월세","202408","19","500","45","2012","성채로50번길","202408~202608","신규","-","","","단독다가구"
"16291","경기도 하남시 신장동","4**","12m미만","15.00","월세","202408","19","300","20","1982","하남대로787번길","202408~202608","신규","-","","","단독다가구"
"16292","경기도 하남시 덕풍동","4**","8m미만","19.00","월세","202408","19","2,000","30","2009","역말로","-","-","-","","","단독다가구"
"16293","경기도 하남시 덕풍동","8**","12m미만","118.81","전세","202408","19","32,000","0","2010","덕풍북로251번길","202410~202610","신규","-","","","단독다가구"
"16294","경기도 하남시 덕풍동","4**","8m미만","36.00","전세","202408","19","7,000","0","1986","신평로67번길","202409~202609","신규","-","","","단독다가구"
"16295","충청남도 논산시 내동","5**","12m미만","52.00","월세","202408","19","500","50","2010","중앙로218번길","202408~202508","신규","-","","","단독다가구"
"16296","경기도 화성시 오산동","1***","12m미만","67.00","월세","202408","19","3,000","95","2016","동탄대로14길","202409~202609","신규","-","","","단독다가구"
"16297","경기도 의왕시 오전동","8**","12m미만","40.00","월세","202408","19","1,000","45","1995","찬우물1길","202410~202610","신규","-","","","단독다가구"
"16298","충청남도 서산시 예천동","1***","25m미만","45.00","월세","202408","19","500","45","2013","호수공원6로","202408~202508","신규","-","","","단독다가구"
"16299","충청남도 서산시 예천동","1***","12m미만","37.19","월세","202408","19","1,000","60","","예천7로","202409~202508","신규","-","","","단독다가구"
"16300","제주특별자치도 제주시 아라일동","6***","12m미만","39.67","월세","202408","19","300","63","2022","아란서길","202408~202508","신규","-","","","단독다가구"
"16301","경기도 의왕시 삼동","6**","12m미만","77.25","월세","202408","19","5,000","100","2022","장안남북로3길","202410~202610","신규","-","","","단독다가구"
"16302","경기도 하남시 신장동","4**","8m미만","42.47","월세","202408","19","1,000","42","2003","신장1로9번길","202408~202608","신규","-","","","단독다가구"
"16303","경상북도 구미시 구평동","9**","12m미만","30.00","월세","202408","19","100","22","2015","인동가산로","202409~202508","신규","-","","","단독다가구"
"16304","대전광역시 서구 둔산동","2***","12m미만","28.00","월세","202408","19","500","42","2018","문정로170번길","202409~202509","신규","-","","","단독다가구"
"16305","경상남도 양산시 북부동","1**","12m미만","30.00","전세","202408","19","3,500","0","2012","북안남7길","202408~202608","신규","-","","","단독다가구"
"16306","경기도 광주시 신현동","2**","8m미만","30.00","월세","202408","19","300","40","2013","문형산길47번길","202408~202608","신규","-","","","단독다가구"
"16307","경기도 광주시 송정동","6*","8m미만","33.00","월세","202408","19","500","45","2008","수하길","202408~202608","신규","-","","","단독다가구"
"16308","경기도 광주시 송정동","3**","8m미만","35.00","전세","202408","19","5,000","0","2009","중앙로319번길","202409~202609","신규","-","","","단독다가구"
"16309","대전광역시 서구 만년동","7*","12m미만","66.00","월세","202408","19","2,000","50","1996","만년남로3번길","202408~202608","신규","-","","","단독다가구"
"16310","경상남도 거제시 고현동","4**","12m미만","60.00","월세","202408","19","1,000","47","2015","계룡로8길","202408~202508","신규","-","","","단독다가구"
"16311","대전광역시 서구 만년동","6*","12m미만","66.00","월세","202408","19","1,000","53","2000","만년남로3번길","202409~202509","신규","-","","","단독다가구"
"16312","경상남도 김해시 대청동","2**","12m미만","33.00","월세","202408","19","200","35","2013","대청로167번길","202408~202508","신규","-","","","단독다가구"
"16313","경상남도 김해시 대청동","2**","25m이상","25.00","월세","202408","19","300","33","2012","계동로","202408~202508","신규","-","","","단독다가구"
"16314","울산광역시 북구 호계동","2**","12m미만","75.00","월세","202408","19","1,000","89","2014","동대8길","202408~202508","신규","-","","","단독다가구"
"16315","경기도 의정부시 금오동","4**","8m미만","23.14","월세","202408","19","500","30","1982","금신로397번길","202409~202509","신규","-","","","단독다가구"
"16316","경기도 광주시 신현동","4**","12m미만","40.00","월세","202408","19","1,000","50","","새말길","202408~202608","신규","-","","","단독다가구"
"16317","경기도 오산시 고현동","3*","8m미만","41.28","월세","202408","19","500","65","2017","남부대로441번길","202410~202510","신규","-","","","단독다가구"
"16318","경기도 오산시 고현동","1*","25m미만","52.27","월세","202408","19","3,000","79","2021","동부대로338번길","202408~202508","신규","-","","","단독다가구"
"16319","대전광역시 동구 판암동","5**","12m미만","20.16","월세","202408","19","3,000","35","2021","옻밭2길","202409~202509","신규","-","","","단독다가구"
"16320","경기도 의정부시 가능동","6**","8m미만","40.00","전세","202408","19","5,000","0","1993","신촌로39번길","202409~202609","신규","-","","","단독다가구"
"16321","대전광역시 서구 괴정동","8*","8m미만","26.40","월세","202408","19","500","40","2010","괴정로116번길","202409~202509","신규","-","","","단독다가구"
"16322","대전광역시 서구 괴정동","1**","25m미만","80.00","월세","202408","19","9,000","35","2010","가장로","202409~202609","신규","-","","","단독다가구"
"16323","대전광역시 유성구 원내동","2**","25m미만","23.10","전세","202408","19","4,000","0","2012","진잠로","-","-","-","","","단독다가구"
"16324","경기도 평택시 용이동","4**","12m미만","25.00","월세","202408","19","3,000","20","2011","현신2길","202312~202512","신규","-","","","단독다가구"
"16325","대전광역시 서구 괴정동","5*","8m미만","50.00","전세","202408","19","9,000","0","2008","도산로341번길","202409~202609","신규","-","","","단독다가구"
"16326","경기도 여주시 상동","3**","12m미만","26.40","월세","202408","19","300","34","2011","여흥로172번길","202408~202508","신규","-","","","단독다가구"
"16327","울산광역시 동구 전하동","5**","8m미만","56.00","월세","202408","19","300","50","2012","녹수길","202408~202508","신규","-","","","단독다가구"
"16328","대전광역시 서구 괴정동","4*","12m미만","45.00","전세","202408","19","8,000","0","2002","계룡로584번길","202409~202609","신규","-","","","단독다가구"
"16329","경기도 의정부시 민락동","7**","12m미만","20.00","전세","202408","19","3,000","0","2010","용현로122번길","202410~202610","신규","-","","","단독다가구"
"16330","경기도 의정부시 가능동","2*","8m미만","57.78","월세","202408","19","3,000","30","","가금로72번길","202410~202509","신규","-","","","단독다가구"
"16331","강원특별자치도 원주시 단계동","9**","12m미만","62.09","월세","202408","19","500","40","2000","이화4길","202408~202608","신규","-","","","단독다가구"
"16332","울산광역시 동구 화정동","1**","12m미만","50.00","월세","202408","19","1,000","40","2013","대송5길","202409~202508","신규","-","","","단독다가구"
"16333","강원특별자치도 원주시 단계동","8**","8m미만","60.00","월세","202408","19","400","40","1995","금불4길","202408~202608","신규","-","","","단독다가구"
"16334","강원특별자치도 원주시 단계동","9**","25m미만","30.00","월세","202408","19","2,000","32","1998","한지공원길","202408~202508","신규","-","","","단독다가구"
"16335","경상북도 구미시 형곡동","1**","12m미만","49.00","월세","202408","19","1,000","56","2008","형곡로18길","202408~202508","신규","-","","","단독다가구"
"16336","경기도 화성시 능동","1***","12m미만","50.00","전세","202408","19","15,000","0","2014","남여울1길","202409~202609","신규","-","","","단독다가구"
"16337","경상북도 경산시 옥산동","8**","8m미만","50.50","월세","202408","19","300","23","1996","성암로1길","-","-","-","","","단독다가구"
"16338","경상북도 경산시 옥산동","8**","8m미만","46.54","월세","202408","19","1,000","33","2014","경산로34길","202409~202609","신규","-","","","단독다가구"
"16339","울산광역시 동구 방어동","1**","12m미만","40.00","월세","202408","19","800","21","1992","동진4길","202408~202608","신규","-","","","단독다가구"
"16340","대전광역시 서구 괴정동","5*","8m미만","50.00","전세","202408","19","9,000","0","2008","도산로341번길","-","-","-","","","단독다가구"
"16341","경기도 광주시 양벌동","6**","8m미만","43.35","월세","202408","19","1,000","55","2007","양촌안길","202409~202609","신규","-","","","단독다가구"
"16342","울산광역시 동구 방어동","1***","12m미만","115.36","월세","202408","19","1,000","85","2014","남진길","202408~202508","신규","-","","","단독다가구"
"16343","강원특별자치도 원주시 일산동","1**","8m미만","40.00","월세","202408","19","500","48","2015","일산로","202408~202502","신규","-","","","단독다가구"
"16344","경상남도 밀양시 내이동","1***","8m미만","38.00","월세","202408","19","300","30","2019","백민로8길","202409~202509","신규","-","","","단독다가구"
"16345","경기도 오산시 세교동","6**","12m미만","65.00","월세","202408","19","500","75","2013","세마역로19번길","202410~202610","신규","-","","","단독다가구"
"16346","경기도 여주시 하동","4**","8m미만","33.00","월세","202408","19","300","38","2015","여흥로4번길","202408~202508","신규","-","","","단독다가구"
"16347","경기도 오산시 세교동","6**","12m미만","49.30","월세","202408","19","500","63","2014","세마역로19번길","202408~202608","신규","-","","","단독다가구"
"16348","경기도 하남시 신장동","4**","8m미만","33.00","전세","202408","19","6,500","0","1987","신장1로28번길","202409~202609","신규","-","","","단독다가구"
"16349","울산광역시 남구 삼산동","1***","12m미만","52.80","월세","202408","19","1,000","70","","왕생로172번길","202408~202508","신규","-","","","단독다가구"
"16350","경기도 오산시 세교동","6**","12m미만","50.00","월세","202408","19","3,000","55","2014","세마역로19번길","202408~202608","신규","-","","","단독다가구"
"16351","경기도 화성시 진안동","8**","12m미만","15.00","월세","202408","19","500","40","2008","병점동로164번길","202408~202508","신규","-","","","단독다가구"
"16352","대전광역시 유성구 학하동","7**","12m미만","70.00","전세","202408","19","20,000","0","2015","학하동로","202409~202609","신규","-","","","단독다가구"
"16353","충청남도 서산시 읍내동","7**","8m미만","36.37","월세","202408","19","300","45","2018","고운로","202408~202508","신규","-","","","단독다가구"
"16354","경기도 시흥시 장곡동","8**","25m미만","46.43","월세","202408","19","2,000","75","2022","진살미길","202409~202609","신규","-","","","단독다가구"
"16355","충청남도 서산시 읍내동","5*","25m미만","69.00","전세","202408","19","8,000","0","2012","호수공원3로","202409~202609","신규","-","","","단독다가구"
"16356","경기도 여주시 점봉동","4**","8m미만","48.00","월세","202408","19","1,000","75","2022","세종로","202408~202508","신규","-","","","단독다가구"
"16357","경기도 여주시 점봉동","4**","8m미만","33.00","월세","202408","19","500","50","","세종로","202408~202508","신규","-","","","단독다가구"
"16358","경상북도 경주시 성건동","6**","25m미만","50.96","월세","202408","19","500","60","2012","공영주택길","202409~202609","신규","-","","","단독다가구"
"16359","충청남도 서산시 읍내동","4*","12m미만","96.00","월세","202408","19","1,000","70","","호수공원4로","202409~202509","신규","-","","","단독다가구"
"16360","경상북도 경주시 노서동","6*","8m미만","30.00","월세","202408","19","300","35","2016","원효로","202408~202601","신규","-","","","단독다가구"
"16361","경기도 오산시 외삼미동","1**","8m미만","30.00","월세","202408","19","300","45","","외삼미로","202408~202608","신규","-","","","단독다가구"
"16362","경기도 평택시 통복동","5*","12m미만","33.00","월세","202408","19","300","45","2011","통복시장1로40번길","202408~202508","신규","-","","","단독다가구"
"16363","대전광역시 서구 괴정동","4*","12m미만","45.00","전세","202408","19","8,000","0","2002","계룡로584번길","-","-","-","","","단독다가구"
"16364","전라남도 광양시 중동","1***","8m미만","25.00","월세","202408","19","3,000","6","2009","중동2길","202408~202608","신규","-","","","단독다가구"
"16365","경기도 하남시 신장동","5**","12m미만","50.00","전세","202408","19","16,000","0","2017","신장동로29번안길","202409~202609","신규","-","","","단독다가구"
"16366","경기도 광명시 소하동","9**","12m미만","22.38","월세","202408","19","50","30","1995","오리로381번길","202410~202610","신규","-","","","단독다가구"
"16367","대전광역시 동구 자양동","1**","8m미만","50.00","전세","202408","19","8,000","0","2010","백룡로","-","-","-","","","단독다가구"
"16368","대전광역시 동구 자양동","1**","8m미만","50.00","전세","202408","19","8,000","0","2010","백룡로","202409~202609","신규","-","","","단독다가구"
"16369","대전광역시 동구 자양동","2**","8m미만","20.00","월세","202408","19","100","22","2009","계족로","202408~202508","신규","-","","","단독다가구"
"16370","대전광역시 동구 자양동","5*","12m미만","30.00","월세","202408","19","3,000","28","2018","백룡로5번길","-","-","-","","","단독다가구"
"16371","대전광역시 동구 자양동","8*","12m미만","18.00","월세","202408","19","100","28","2010","백룡로57번길","202408~202508","신규","-","","","단독다가구"
"16372","대전광역시 동구 자양동","1**","8m미만","22.00","월세","202408","19","300","36","2016","백룡로11번안길","202408~202502","신규","-","","","단독다가구"
"16373","대전광역시 동구 자양동","6*","12m미만","25.00","월세","202408","19","300","34","2001","동대전로","202408~202602","신규","-","","","단독다가구"
"16374","경상북도 구미시 봉곡동","1**","12m미만","30.00","월세","202408","19","2,000","10","2016","봉곡남로3길","202408~202608","신규","-","","","단독다가구"
"16375","경상북도 구미시 봉곡동","2**","12m미만","30.00","월세","202408","19","500","29","2003","봉곡로17길","202408~202508","신규","-","","","단독다가구"
"16376","경상남도 김해시 삼방동","6**","8m미만","62.46","월세","202408","19","2,000","30","1991","삼안로255번길","202409~202609","신규","-","","","단독다가구"
"16377","경상북도 구미시 인의동","6**","25m미만","30.00","월세","202408","19","500","38","2003","인동19길","202408~202508","신규","-","","","단독다가구"
"16378","경기도 하남시 망월동","8**","12m미만","54.00","전세","202408","19","30,000","0","2018","미사강변북로115번안길","202409~202609","신규","-","","","단독다가구"
"16379","경기도 하남시 망월동","1***","12m미만","60.00","전세","202408","19","25,400","0","2018","미사강변한강로334번길","202411~202611","갱신","사용","24,255","0","단독다가구"
"16380","경기도 광주시 장지동","1*","8m미만","25.00","월세","202408","19","500","35","2008","장지3길","202409~202609","신규","-","","","단독다가구"
"16381","경기도 광주시 태전동","3**","8m미만","46.82","월세","202408","19","14,000","10","2015","고불로","202409~202609","신규","-","","","단독다가구"
"16382","경상북도 구미시 봉곡동","3**","12m미만","30.00","월세","202408","19","500","22","2005","봉곡남로8길","202409~202509","신규","-","","","단독다가구"
"16383","강원특별자치도 원주시 단구동","8**","8m미만","40.80","월세","202408","19","500","40","2016","단관공원길","202409~202509","신규","-","","","단독다가구"
"16384","강원특별자치도 원주시 단구동","5**","8m미만","145.17","전세","202408","19","3,500","0","1993","단구로","202409~202609","신규","-","","","단독다가구"
"16385","강원특별자치도 원주시 단구동","1***","12m미만","40.00","월세","202408","19","200","35","2009","천매봉길","202408~202508","신규","-","","","단독다가구"
"16386","경기도 하남시 망월동","9**","25m미만","65.00","월세","202408","19","2,000","80","2016","미사강변한강로220번길","202408~202508","신규","-","","","단독다가구"
"16387","울산광역시 남구 신정동","1***","8m미만","65.00","월세","202408","19","2,000","20","1990","거마로","202409~202609","신규","-","","","단독다가구"
"16388","경상남도 김해시 어방동","1***","12m미만","27.00","월세","202408","19","200","30","","김해대로2541번길","202408~202508","신규","-","","","단독다가구"
"16389","강원특별자치도 원주시 관설동","1***","12m미만","25.00","월세","202408","19","500","45","2005","라옹정길","202409~202509","신규","-","","","단독다가구"
"16390","경기도 김포시 마산동","6**","12m미만","69.00","월세","202408","19","1,500","93","2017","김포한강7로22번길","202409~202509","신규","-","","","단독다가구"
"16391","경기도 김포시 마산동","6**","12m미만","59.60","월세","202408","19","1,000","71","2017","김포한강8로148번길","202409~202509","신규","-","","","단독다가구"
"16392","충청북도 충주시 성남동","2**","12m미만","59.61","월세","202408","19","500","51","2021","성남5길","202408~202508","신규","-","","","단독다가구"
"16393","울산광역시 남구 무거동","1***","25m미만","53.04","월세","202408","19","2,000","30","1991","와와로","202409~202609","신규","-","","","단독다가구"
"16394","울산광역시 남구 무거동","8**","12m미만","23.10","월세","202408","19","300","43","2015","대학로145번길","202408~202502","신규","-","","","단독다가구"
"16395","울산광역시 남구 무거동","6**","8m미만","161.49","월세","202408","19","2,000","30","1988","대학로76번길","202408~202608","신규","-","","","단독다가구"
"16396","울산광역시 남구 무거동","4**","25m미만","39.32","월세","202408","19","300","35","","옥현로58번길","202408~202508","신규","-","","","단독다가구"
"16397","대전광역시 동구 가양동","4**","12m미만","16.50","월세","202408","19","500","34","2017","동대전로321번길","202408~202508","신규","-","","","단독다가구"
"16398","대전광역시 동구 가양동","2*","12m미만","20.00","월세","202408","19","200","25","1992","우암로277번길","202408~202608","신규","-","","","단독다가구"
"16399","대전광역시 동구 가양동","1**","12m미만","57.45","월세","202408","19","1,000","60","2019","충정로18번길","202408~202608","신규","-","","","단독다가구"
"16400","대전광역시 동구 가양동","4**","12m미만","67.67","월세","202408","19","1,000","35","1976","동대전로283번길","202410~202910","신규","-","","","단독다가구"
"16401","경기도 광주시 역동","1**","8m미만","29.70","월세","202408","19","1,000","50","2017","역동로93번길","202408~202608","신규","-","","","단독다가구"
"16402","강원특별자치도 원주시 명륜동","8**","12m미만","123.36","월세","202408","19","2,500","64","2001","소방서길","202409~202609","신규","-","","","단독다가구"
"16403","광주광역시 광산구 쌍암동","6**","12m미만","49.12","월세","202408","19","300","45","2014","임방울대로826번길","202408~202508","신규","-","","","단독다가구"
"16404","강원특별자치도 원주시 개운동","3**","8m미만","40.00","전세","202408","19","7,000","0","2020","남원로602번길","202408~202608","신규","-","","","단독다가구"
"16405","경기도 평택시 신대동","4**","8m미만","19.75","월세","202408","19","200","31","","새터길","202408~202502","신규","-","","","단독다가구"
"16406","충청남도 아산시 권곡동","5**","8m미만","35.00","전세","202408","19","4,000","0","2020","번영로","202409~202609","신규","-","","","단독다가구"
"16407","경기도 하남시 감북동","4**","8m미만","69.41","월세","202408","19","5,000","150","","서하남로41번길","202409~202609","신규","-","","","단독다가구"
"16408","경기도 하남시 감일동","4**","25m이상","67.34","전세","202408","19","42,000","0","","감일로102번길","202408~202608","갱신","-","42,000","0","단독다가구"
"16409","전라남도 순천시 조례동","1***","12m미만","30.00","전세","202408","19","4,000","0","","비봉길","202408~202608","신규","-","","","단독다가구"
"16410","충청남도 당진시 읍내동","1**","8m미만","50.00","월세","202408","19","1,500","55","","시장중앙길","202409~202508","신규","-","","","단독다가구"
"16411","전라남도 순천시 오천동","9**","25m미만","60.46","전세","202408","19","10,000","0","2016","오천5길","202409~202609","신규","-","","","단독다가구"
"16412","전라남도 순천시 오천동","9**","25m미만","36.00","월세","202408","19","500","50","2016","오천6길","202408~202508","신규","-","","","단독다가구"
"16413","충청남도 당진시 읍내동","1***","12m미만","30.00","월세","202408","19","500","33","2013","무수동1길","202408~202508","신규","-","","","단독다가구"
"16414","충청남도 당진시 읍내동","1***","12m미만","43.00","월세","202408","19","1,000","37","2013","무수동2길","202408~202508","신규","-","","","단독다가구"
"16415","충청북도 충주시 연수동","1***","12m미만","25.00","월세","202408","19","300","50","2011","동수1길","202408~202508","신규","-","","","단독다가구"
"16416","강원특별자치도 원주시 반곡동","1***","25m미만","33.00","월세","202408","19","300","45","2023","봉황1길","202408~202508","신규","-","","","단독다가구"
"16417","충청남도 당진시 읍내동","1***","12m미만","30.00","월세","202408","19","500","35","2014","무수동2길","202408~202508","신규","-","","","단독다가구"
"16418","충청남도 당진시 읍내동","2**","12m미만","25.00","월세","202408","19","300","25","2011","계성3길","202408~202508","신규","-","","","단독다가구"
"16419","경기도 과천시 문원동","1*","8m미만","60.00","전세","202408","19","28,000","0","2014","공원마을4길","202410~202610","갱신","사용","35,000","35","단독다가구"
"16420","경기도 평택시 신대동","4**","12m미만","30.00","월세","202408","19","300","40","2017","신대고잔길","202408~202508","신규","-","","","단독다가구"
"16421","경상북도 구미시 송정동","2*","8m미만","35.00","월세","202408","19","300","30","","신시로18길","202408~202508","신규","-","","","단독다가구"
"16422","경기도 광주시 신현동","7**","8m미만","50.00","월세","202408","19","7,000","40","2012","상태길","-","-","-","","","단독다가구"
"16423","대전광역시 동구 용전동","8*","8m미만","25.70","전세","202408","19","10,000","0","2024","홍도로46번길","202409~202609","신규","-","","","단독다가구"
"16424","대전광역시 동구 용전동","8*","8m미만","25.70","전세","202408","19","10,000","0","","홍도로46번길","202409~202609","신규","-","","","단독다가구"
"16425","경기도 평택시 신대동","3**","8m미만","40.00","월세","202408","19","200","55","2018","삽다리길","202408~202502","신규","-","","","단독다가구"
"16426","대전광역시 동구 용전동","8*","8m미만","25.70","전세","202408","19","9,000","0","2024","홍도로46번길","202409~202609","신규","-","","","단독다가구"
"16427","대전광역시 동구 용전동","1**","8m미만","30.00","월세","202408","19","1,000","30","2015","계족로469번길","202408~202508","신규","-","","","단독다가구"
"16428","대전광역시 유성구 구암동","6**","12m미만","25.00","월세","202408","19","3,000","30","2019","계룡로60번길","202408~202508","신규","-","","","단독다가구"
"16429","경기도 양주시 옥정동","1***","25m미만","20.00","월세","202408","19","500","35","","옥정동로5길","202408~202508","신규","-","","","단독다가구"
