"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"53327","경상북도 포항시 남구 인덕동","7","0007","0000","우방신세계타운","전세","59.9400","202408","15","6,500","0","5","1995","해병로 125","202408~202608","신규","-","","","아파트"
"53328","경상북도 포항시 남구 대도동","648-1","0648","0001","동해삼미","월세","57.6900","202408","15","500","45","5","1990","희망대로 795","202409~202509","신규","-","","","아파트"
"53329","경기도 용인시 기흥구 상갈동","481","0481","0000","금화마을주공3단지","월세","49.8500","202408","15","1,000","100","13","2001","금화로11번길 10","202410~202610","신규","-","","","아파트"
"53330","경기도 남양주시 진건읍 용정리","750-1","0750","0001","한신그린1차","전세","84.9600","202408","15","15,000","0","9","1991","진건오남로 100","202410~202610","갱신","사용","15,000","0","아파트"
"53331","경기도 남양주시 오남읍 양지리","111-2","0111","0002","오남1청구","전세","85.0000","202408","15","22,000","0","15","2000","진건오남로797번길 22","202410~202610","신규","-","","","아파트"
"53332","경기도 남양주시 오남읍 오남리","765-3","0765","0003","두산2","전세","59.9400","202408","15","13,600","0","14","1998","진건오남로 781-40","202408~202608","갱신","-","13,600","0","아파트"
"53333","경상남도 김해시 어방동","577","0577","0000","어방화인아파트","월세","59.8400","202408","15","1,000","53","24","1996","인제로 167-1","202410~202610","신규","-","","","아파트"
"53334","전북특별자치도 익산시 부송동","1038-1","1038","0001","삼성","전세","59.7600","202408","15","10,000","0","11","1994","선화로69길 59","202409~202709","신규","-","","","아파트"
"53335","전북특별자치도 익산시 신동","765-35","0765","0035","위너스파크","월세","17.9655","202408","15","50","70","12","2019","무왕로 930","202408~202412","신규","-","","","아파트"
"53336","경기도 용인시 기흥구 보라동","620","0620","0000","한보라더힐","전세","84.9800","202408","15","33,000","0","5","2008","한보라1로 91","202410~202610","신규","-","","","아파트"
"53337","경기도 용인시 기흥구 보라동","570","0570","0000","현대모닝사이드","전세","140.6296","202408","15","32,000","0","18","2004","사은로126번길 46","202408~202608","갱신","-","35,000","0","아파트"
"53338","경기도 용인시 기흥구 보라동","553","0553","0000","쌍용스윗닷홈1","전세","109.0784","202408","15","32,000","0","13","2002","사은로126번길 10","202410~202610","신규","-","","","아파트"
"53339","경기도 남양주시 퇴계원읍 퇴계원리","369","0369","0000","신별내퇴계원어울림","전세","101.8134","202408","15","43,000","0","2","2012","퇴계원로 141","202410~202610","신규","-","","","아파트"
"53340","경기도 남양주시 별내면 청학리","476","0476","0000","동부일신","월세","59.9300","202408","15","2,000","60","7","1996","청학로 128","202408~202608","갱신","-","1,000","60","아파트"
"53341","경기도 남양주시 별내면 청학리","476","0476","0000","동부일신","전세","84.9800","202408","15","14,500","0","4","1996","청학로 128","202408~202608","신규","-","","","아파트"
"53342","경기도 화성시 남양읍 남양리","2249","2249","0000","시티프라디움2차아파트","전세","59.9888","202408","15","21,500","0","17","2018","남양천로 45","202408~202608","신규","-","","","아파트"
"53343","경기도 화성시 남양읍 남양리","2235","2235","0000","동광뷰엘","월세","80.0082","202408","15","3,000","110","7","2018","역골중앙로 118","202409~202609","신규","-","","","아파트"
"53344","전북특별자치도 군산시 오식도동","806-3","0806","0003","한성필하우스","월세","59.9370","202408","15","500","45","6","2012","요죽길 76","202408~202608","신규","-","","","아파트"
"53345","전북특별자치도 군산시 오식도동","806-3","0806","0003","한성필하우스","월세","59.9370","202408","15","500","45","6","2012","요죽길 76","-","-","-","","","아파트"
"53346","경상남도 김해시 장유동","847","0847","0000","율하자이힐스테이트","전세","84.9700","202408","15","35,000","0","7","2019","율하6로 17","202408~202508","갱신","-","37,000","0","아파트"
"53347","부산광역시 기장군 일광읍 삼성리","810","0810","0000","일광대성베르힐","월세","84.3874","202408","15","3,000","95","3","2020","해빛5로 14","202408~202608","신규","-","","","아파트"
"53348","부산광역시 기장군 일광읍 삼성리","794","0794","0000","일광한신더휴센트럴포레1단지","월세","84.9371","202408","15","5,000","90","7","2020","해빛1로 62","202409~202609","신규","-","","","아파트"
"53349","부산광역시 기장군 일광읍 삼성리","792","0792","0000","일광한신더휴센트럴포레2단지","월세","59.8167","202408","15","2,000","80","20","2020","해빛3로 62","202409~202609","신규","-","","","아파트"
"53350","부산광역시 기장군 일광읍 삼성리","820","0820","0000","일광신도시비스타동원1차","전세","96.1765","202408","15","35,000","0","28","2020","해빛2로 24","202410~202610","신규","-","","","아파트"
"53351","부산광역시 기장군 일광읍 삼성리","746","0746","0000","이지더원1차오션포레","전세","59.6231","202408","15","22,500","0","8","2020","해빛4로 1","202409~202609","신규","-","","","아파트"
"53352","부산광역시 기장군 일광읍 삼성리","785","0785","0000","일광자이푸르지오2단지","전세","84.9062","202408","15","31,000","0","18","2020","해빛로 29","202410~202610","신규","-","","","아파트"
"53353","경상남도 창원시 성산구 남양동","22","0022","0000","성원2차","전세","84.9200","202408","15","21,000","0","16","1992","대정로 99","202408~202608","갱신","사용","21,000","0","아파트"
"53354","경기도 파주시 문산읍 선유리","1420","1420","0000","파주문산역2차동문디이스트","월세","84.9896","202408","15","2,000","85","18","2024","통일로 1753","202408~202608","신규","-","","","아파트"
"53355","경기도 파주시 문산읍 선유리","1420","1420","0000","파주문산역2차동문디이스트","월세","84.9896","202408","15","3,000","70","24","2024","통일로 1753","202410~202610","신규","-","","","아파트"
"53356","전북특별자치도 군산시 미룡동","900-1","0900","0001","주공3차","전세","49.8600","202408","15","7,000","0","15","2001","미룡로 42","-","-","-","","","아파트"
"53357","전북특별자치도 군산시 미룡동","900-1","0900","0001","주공3차","전세","49.8600","202408","15","6,500","0","9","2002","미룡로 42","202408~202608","신규","-","","","아파트"
"53358","전북특별자치도 군산시 나운동","161","0161","0000","청솔","월세","49.6500","202408","15","1,000","30","7","2002","나운로 133","202409~202609","신규","-","","","아파트"
"53359","전북특별자치도 군산시 나운동","831","0831","0000","나운금호어울림센트럴","전세","59.9654","202408","15","17,500","0","12","2022","하나운2길 15","202410~202610","신규","-","","","아파트"
"53360","전북특별자치도 군산시 지곡동","607","0607","0000","쌍용예가","전세","84.9857","202408","15","25,000","0","11","2014","계산로 71","202409~202604","갱신","-","25,000","0","아파트"
"53361","전북특별자치도 군산시 수송동","885-3","0885","0003","한라비발디2단지","전세","84.9709","202408","15","21,000","0","9","2008","수송동로 20","202408~202608","갱신","-","21,000","0","아파트"
"53362","부산광역시 기장군 일광읍 삼성리","783","0783","0000","일광자이푸르지오1단지","월세","84.9718","202408","15","3,000","120","8","2020","해빛로 39-15","202409~202509","신규","-","","","아파트"
"53363","경상남도 김해시 관동동","448-1","0448","0001","팔판마을부영그린타운3차","전세","59.9888","202408","15","11,000","0","14","2004","덕정로 68","202408~202608","신규","-","","","아파트"
"53364","경상남도 김해시 관동동","1169","1169","0000","힐스테이트김해","전세","59.9819","202408","15","21,500","0","9","2019","관동로27번길 39","202410~202610","신규","-","","","아파트"
"53365","전북특별자치도 군산시 내흥동","924","0924","0000","군산신역세권우미린센텀오션","전세","101.9479","202408","15","31,000","0","24","2024","정자로 45","-","-","-","","","아파트"
"53366","전북특별자치도 군산시 내흥동","924","0924","0000","군산신역세권우미린센텀오션","전세","101.9479","202408","15","31,000","0","24","2024","정자로 45","202409~202609","신규","-","","","아파트"
"53367","경기도 파주시 조리읍 대원리","218","0218","0000","그린시티동문(218-0)","전세","84.9900","202408","15","17,000","0","2","2000","대원로 56","202409~202609","신규","-","","","아파트"
"53368","전북특별자치도 군산시 조촌동","3943","3943","0000","군산디오션시티푸르지오","월세","59.9846","202408","15","13,000","45","24","2018","궁포2로 20","202409~202609","신규","-","","","아파트"
"53369","전북특별자치도 군산시 조촌동","3943","3943","0000","군산디오션시티푸르지오","월세","59.9846","202408","15","13,000","45","24","2018","궁포2로 20","202409~202609","신규","-","","","아파트"
"53370","전북특별자치도 군산시 조촌동","769-4","0769","0004","센트럴파크","전세","84.8869","202408","15","18,000","0","15","2017","번영로 190","202409~202606","신규","-","","","아파트"
"53371","전북특별자치도 군산시 금암동","309","0309","0000","군산레비뉴스테이","월세","59.9399","202408","15","13,000","3","29","2020","대명4길 9","202408~202608","갱신","-","13,000","2","아파트"
"53372","전북특별자치도 군산시 신풍동","892-8","0892","0008","월명","월세","76.1020","202408","15","300","30","2","1979","신풍길 22","202408~202608","신규","-","","","아파트"
"53373","경기도 용인시 기흥구 서천동","708","0708","0000","서천아이파크","전세","122.4875","202408","15","52,000","0","8","2009","서그내로16번길 14","202409~202509","갱신","-","49,350","0","아파트"
"53374","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","월세","74.9200","202408","15","3,000","100","12","2012","서천동로 60","-","-","-","","","아파트"
"53375","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","월세","74.9200","202408","15","3,000","100","12","2012","서천동로 60","202409~202609","신규","-","","","아파트"
"53376","경기도 용인시 기흥구 서천동","801","0801","0000","힐스테이트서천","전세","84.8825","202408","15","50,000","0","8","2016","서천동로 22","202408~202608","갱신","사용","58,000","0","아파트"
"53377","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","전세","84.2570","202408","15","33,000","0","4","2002","예현로35번길 21","202410~202610","신규","-","","","아파트"
"53378","경상남도 김해시 외동","916","0916","0000","한덕한신타워","월세","84.9800","202408","15","1,000","50","6","1992","분성로48번길 16","202409~202609","신규","-","","","아파트"
"53379","경상남도 김해시 외동","1249-4","1249","0004","한국2","월세","59.9460","202408","15","2,000","40","2","1998","분성로 155","202411~202611","신규","-","","","아파트"
"53380","경상남도 김해시 외동","1249-4","1249","0004","한국2","전세","59.9460","202408","15","13,950","0","3","1998","분성로 155","202408~202508","갱신","사용","15,000","0","아파트"
"53381","경기도 이천시 마장면 오천리","419","0419","0000","이천마장리젠시빌란트더웰","전세","57.3766","202408","15","24,000","0","10","2020","중앙로 56","202410~202610","신규","-","","","아파트"
"53382","경상남도 김해시 외동","1249-4","1249","0004","한국2","전세","59.9460","202408","15","13,950","0","3","1998","분성로 155","-","-","-","","","아파트"
"53383","경상남도 김해시 외동","1261-9","1261","0009","한국","월세","49.3500","202408","15","1,000","50","9","1997","함박로 122","202408~202608","신규","-","","","아파트"
"53384","경상남도 김해시 외동","1261-9","1261","0009","한국","월세","49.3500","202408","15","1,000","45","3","1997","함박로 122","202409~202609","갱신","-","1,000","40","아파트"
"53385","경기도 이천시 대월면 사동리","441-1","0441","0001","사동리현대아이파크","월세","59.4000","202408","15","1,000","60","9","1994","경충대로2041번길 167","202408~202508","갱신","-","1,000","65","아파트"
"53386","경기도 안성시 공도읍 양기리","615","0615","0000","안성공도서해그랑블아파트","월세","59.9800","202408","15","1,000","75","20","2019","양기길 28","202409~202609","신규","-","","","아파트"
"53387","경상남도 김해시 대청동","334-1","0334","0001","갑오마을7단지부영10차","전세","59.1074","202408","15","11,900","0","13","2002","계동로 76-22","202409~202609","신규","-","","","아파트"
"53388","경상남도 김해시 신문동","1528","1528","0000","장유자이더파크","전세","84.7313","202408","15","31,000","0","21","2024","장유로334번길 67","-","-","-","","","아파트"
"53389","경기도 안성시 공도읍 용두리","753","0753","0000","산수화","전세","59.6700","202408","15","10,000","0","4","2003","벚꽃길 73","202409~202609","신규","-","","","아파트"
"53390","경상남도 김해시 외동","1260-1","1260","0001","덕산베스트타운","월세","59.9580","202408","15","2,000","55","14","1997","함박로119번길 6","202409~202609","신규","-","","","아파트"
"53391","강원특별자치도 태백시 황지동","59-113","0059","0113","우석(106동-107동)","월세","51.2100","202408","15","200","35","4","1987","번영로 277-3","202408~202608","신규","-","","","아파트"
"53392","강원특별자치도 동해시 평릉동","449","0449","0000","동해하나리움","전세","59.9844","202408","15","14,000","0","5","2010","평원로 115","202409~202609","갱신","사용","14,000","0","아파트"
"53393","경기도 안성시 공도읍 승두리","936","0936","0000","공도서희스타힐스","월세","59.9941","202408","15","1,000","80","20","2024","서동대로 4060-3","202408~202608","신규","-","","","아파트"
"53394","경기도 화성시 남양읍 남양리","2191","2191","0000","화성남양시티프라디움4차","전세","84.6434","202408","15","30,000","0","7","2023","남양로862번길 13","202410~202610","신규","-","","","아파트"
"53395","경기도 안성시 공도읍 승두리","936","0936","0000","공도서희스타힐스","전세","59.9941","202408","15","15,000","0","27","2024","서동대로 4060-3","202409~202609","신규","-","","","아파트"
"53396","경기도 안성시 공도읍 승두리","936","0936","0000","공도서희스타힐스","월세","59.9941","202408","15","1,000","70","11","2024","서동대로 4060-3","202408~202608","신규","-","","","아파트"
"53397","경기도 안성시 공도읍 승두리","936","0936","0000","공도서희스타힐스","전세","59.9941","202408","15","17,000","0","6","2024","서동대로 4060-3","202408~202608","신규","-","","","아파트"
"53398","강원특별자치도 강릉시 입암동","711","0711","0000","강릉더샵","전세","84.9400","202408","15","25,000","0","3","2014","입암로29번길 11","-","-","-","","","아파트"
"53399","경기도 화성시 남양읍 남양리","2191","2191","0000","화성남양시티프라디움4차","전세","84.6434","202408","15","30,000","0","1","2023","남양로862번길 13","202410~202503","신규","-","","","아파트"
"53400","강원특별자치도 강릉시 노암동","366","0366","0000","영진노암2차","월세","50.5150","202408","15","500","60","3","1994","남부로163번길 20","202408~202608","신규","-","","","아파트"
"53401","강원특별자치도 강릉시 회산동","130","0130","0000","힐스테이트강릉","전세","74.9985","202408","15","24,000","0","2","2018","회산로383번길 37","202409~202609","신규","-","","","아파트"
"53402","경기도 화성시 남양읍 남양리","2001","2001","0000","대광파인밸리","월세","84.9600","202408","15","2,000","85","12","2003","시청로 221","202409~202609","신규","-","","","아파트"
"53403","강원특별자치도 강릉시 내곡동","758","0758","0000","벽산블루밍더베스트아파트","전세","49.9670","202408","15","17,500","0","2","2022","범일로579번길 29-6","202410~202610","신규","-","","","아파트"
"53404","강원특별자치도 강릉시 견소동","202","0202","0000","송정한신","전세","84.9450","202408","15","21,000","0","2","1997","경강로2539번길 8","202408~202508","신규","-","","","아파트"
"53405","경기도 용인시 기흥구 영덕동","963","0963","0000","흥덕우미린 레이크포레","전세","84.9900","202408","15","39,000","0","9","2009","흥덕2로118번길 26","202410~202610","신규","-","","","아파트"
"53406","경기도 용인시 기흥구 영덕동","969","0969","0000","흥덕마을7단지힐스테이트","월세","84.9810","202408","15","5,000","150","4","2010","흥덕2로 126","202409~202609","갱신","-","5,000","130","아파트"
"53407","경기도 용인시 기흥구 영덕동","14-11","0014","0011","영덕신일2","월세","59.8720","202408","15","2,000","90","2","1998","덕영대로2077번길 20","202409~202609","신규","-","","","아파트"
"53408","경기도 용인시 기흥구 영덕동","13","0013","0000","두진","전세","84.9900","202408","15","33,000","0","5","1996","덕영대로2077번길 8","202410~202610","신규","-","","","아파트"
"53409","경상남도 김해시 신문동","1528","1528","0000","장유자이더파크","전세","84.7313","202408","15","31,000","0","21","2024","장유로334번길 67","202409~202609","신규","-","","","아파트"
"53410","경상남도 김해시 무계동","156-5","0156","0005","석봉마을대동아파트","전세","59.8800","202408","15","11,000","0","6","2000","금관대로599번길 11","202410~202610","신규","-","","","아파트"
"53411","충청남도 당진시 송악읍 가학리","690","0690","0000","당진송악e편한세상","전세","84.9720","202408","15","14,000","0","3","2010","반촌로 103","202410~202610","신규","-","","","아파트"
"53412","경기도 안성시 공도읍 만정리","707-1","0707","0001","부영","월세","48.9380","202408","15","500","50","9","2001","만수로 31","202409~202609","신규","-","","","아파트"
"53413","경기도 안성시 공도읍 만정리","707-1","0707","0001","부영","월세","48.9380","202408","15","400","47","3","2001","만수로 31","202409~202508","신규","-","","","아파트"
"53414","강원특별자치도 강릉시 초당동","155","0155","0000","유화3","전세","45.6800","202408","15","7,000","0","2","1996","연당길 82","202408~202608","신규","-","","","아파트"
"53415","강원특별자치도 강릉시 포남동","1068-2","1068","0002","백조","월세","55.5900","202408","15","500","55","3","1984","보래미하길53번길 9","202408~202608","신규","-","","","아파트"
"53416","강원특별자치도 강릉시 교동","1750","1750","0000","교동1주공","전세","59.8900","202408","15","18,000","0","6","1999","가작로 78","202409~202609","신규","-","","","아파트"
"53417","강원특별자치도 원주시 반곡동","1822-11","1822","0011","원주혁신도시제일풍경채센텀포레","전세","91.4007","202408","15","35,000","0","8","2023","배울로 154","202410~202610","신규","-","","","아파트"
"53418","경기도 안성시 공도읍 진사리","643","0643","0000","우림루미아트","월세","84.9820","202408","15","1,000","90","11","2004","진건중길 15-10","202408~202608","신규","-","","","아파트"
"53419","경기도 안성시 공도읍 진사리","639-1","0639","0001","삼성","전세","84.8400","202408","15","16,000","0","12","2002","진건중길 14","202410~202610","신규","-","","","아파트"
"53420","강원특별자치도 원주시 무실동","1923","1923","0000","호반써밋원주역","전세","84.9587","202408","15","27,000","0","19","2024","마재1로 1","202409~202609","신규","-","","","아파트"
"53421","경기도 김포시 고촌읍 향산리","83-1","0083","0001","힐스테이트 리버시티 1단지","전세","76.9904","202408","15","33,000","0","19","2020","상미로 38","202408~202608","갱신","-","25,500","0","아파트"
"53422","경기도 김포시 고촌읍 향산리","가-","0000","0000","힐스테이트 리버시티 2단지","전세","84.9181","202408","15","37,000","0","9","2020","상미1로 7","202410~202610","신규","-","","","아파트"
"53423","강원특별자치도 원주시 단계동","111-47","0111","0047","동보렉스4","전세","59.3550","202408","15","8,500","0","8","1991","원문로 160","202408~202608","신규","-","","","아파트"
"53424","경기도 김포시 고촌읍 신곡리","1280","1280","0000","강변마을 월드메르디앙아파트","전세","129.7770","202408","15","46,000","0","6","2010","신곡로 48","202409~202609","신규","-","","","아파트"
"53425","경기도 김포시 고촌읍 신곡리","532-78","0532","0078","김포뉴시티","월세","17.8200","202408","15","500","50","13","2016","김포대로 340","202408~202508","신규","-","","","아파트"
"53426","강원특별자치도 춘천시 석사동","727-5","0727","0005","진흥","월세","59.1500","202408","15","1,000","75","9","1997","후석로186번길 9","-","-","-","","","아파트"
"53427","강원특별자치도 춘천시 석사동","866","0866","0000","휴먼타운","월세","84.8900","202408","15","2,000","90","11","2002","지석로 29","202409~202609","신규","-","","","아파트"
"53428","강원특별자치도 춘천시 석사동","866","0866","0000","휴먼타운","월세","84.8900","202408","15","2,000","90","11","2002","지석로 29","202409~202609","신규","-","","","아파트"
"53429","강원특별자치도 춘천시 퇴계동","967","0967","0000","퇴계주공1차","월세","49.7100","202408","15","1,000","55","8","2000","퇴계로 167","202409~202609","신규","-","","","아파트"
"53430","강원특별자치도 춘천시 온의동","510","0510","0000","럭키","전세","84.9700","202408","15","10,000","0","4","1993","영서로 2317","202409~202609","신규","-","","","아파트"
"53431","강원특별자치도 춘천시 온의동","510","0510","0000","럭키","월세","84.9700","202408","15","10,000","20","4","1993","영서로 2317","-","-","-","","","아파트"
"53432","강원특별자치도 춘천시 온의동","601","0601","0000","춘천센트럴타워푸르지오","전세","84.9238","202408","15","32,500","0","9","2022","방송길 77","202408~202608","갱신","-","31,000","0","아파트"
"53433","강원특별자치도 춘천시 온의동","591","0591","0000","춘천센트럴파크푸르지오","전세","84.8968","202408","15","39,000","0","18","2021","스포츠타운길 501","202408~202608","신규","-","","","아파트"
"53434","충청남도 당진시 송악읍 가학리","690","0690","0000","당진송악e편한세상","전세","84.9720","202408","15","14,000","0","3","2010","반촌로 103","202411~202611","신규","-","","","아파트"
"53435","충청남도 당진시 송악읍 가학리","690","0690","0000","당진송악e편한세상","전세","84.9720","202408","15","14,000","0","3","2010","반촌로 103","202410~202610","신규","-","","","아파트"
"53436","경기도 용인시 기흥구 언남동","503","0503","0000","스파팰리스리가","월세","84.9700","202408","15","34,000","30","14","2013","언남로 5","202409~202609","갱신","-","30,975","0","아파트"
"53437","강원특별자치도 춘천시 근화동","279-8","0279","0008","신성미소지움","월세","59.9200","202408","15","2,000","80","11","2007","근화길15번길 26","202409~202609","신규","-","","","아파트"
"53438","강원특별자치도 춘천시 근화동","279-8","0279","0008","신성미소지움","월세","59.9200","202408","15","2,000","80","11","2007","근화길15번길 26","202409~202609","신규","-","","","아파트"
"53439","강원특별자치도 춘천시 근화동","279-8","0279","0008","신성미소지움","전세","59.9200","202408","15","20,000","0","3","2007","근화길15번길 26","202409~202609","신규","-","","","아파트"
"53440","강원특별자치도 춘천시 근화동","279-8","0279","0008","신성미소지움","월세","59.9200","202408","15","2,000","80","11","2007","근화길15번길 26","202409~202609","신규","-","","","아파트"
"53441","제주특별자치도 서귀포시 강정동","200","0200","0000","제주강정유승한내들퍼스트오션","월세","84.9910","202408","15","1,000","121","2","2017","대청로 34","202408~202508","신규","-","","","아파트"
"53442","제주특별자치도 서귀포시 중문동","2367-1","2367","0001","삼성홈스테이","월세","17.1446","202408","15","200","45","6","2018","중문상로 10","202409~202509","신규","-","","","아파트"
"53443","경기도 화성시 봉담읍 상리","622-1","0622","0001","호수마을동문굿모닝힐","전세","84.9581","202408","15","26,000","0","16","2008","상봉길 35-10","202411~202611","신규","-","","","아파트"
"53444","경기도 화성시 봉담읍 상리","622-1","0622","0001","호수마을동문굿모닝힐","전세","84.9581","202408","15","26,000","0","16","2008","상봉길 35-10","202411~202610","신규","-","","","아파트"
"53445","경기도 화성시 봉담읍 상리","666","0666","0000","중흥에스클래스에듀포레","전세","99.3850","202408","15","37,000","0","8","2023","상리1길 167","202410~202610","신규","-","","","아파트"
"53446","제주특별자치도 제주시 연동","250-6","0250","0006","예그린하우스텔","월세","23.5425","202408","15","200","40","9","2011","삼무로 9","202408~202508","신규","-","","","아파트"
"53447","제주특별자치도 제주시 연동","2317-1","2317","0001","남주","월세","56.5600","202408","15","300","44","1","1994","도령로11길 25","202408~202508","신규","-","","","아파트"
"53448","경상남도 김해시 내동","121-2","0121","0002","연지공원푸르지오","전세","84.8621","202408","15","31,000","0","12","2022","금관대로 1407","202411~202611","신규","-","","","아파트"
"53449","충청남도 당진시 송산면 유곡리","861","0861","0000","당진엠코타운","전세","84.9464","202408","15","11,000","0","13","2013","유곡로 20","202409~202609","신규","-","","","아파트"
"53450","부산광역시 기장군 정관읍 모전리","735","0735","0000","이지더원2차","월세","59.9984","202408","15","3,000","65","18","2012","정관2로 9","202409~202609","신규","-","","","아파트"
"53451","부산광역시 기장군 정관읍 모전리","735","0735","0000","이지더원2차","월세","84.9644","202408","15","3,000","80","11","2012","정관2로 9","202409~202609","신규","-","","","아파트"
"53452","경기도 화성시 봉담읍 내리","871","0871","0000","봉담자이프라이드시티","전세","84.7822","202408","15","33,000","0","16","2024","삼봉안길 30","202409~202609","신규","-","","","아파트"
"53453","경기도 화성시 봉담읍 내리","871","0871","0000","봉담자이프라이드시티","전세","59.6481","202408","15","23,000","0","23","2024","삼봉안길 30","202409~202609","신규","-","","","아파트"
"53454","경기도 화성시 봉담읍 내리","871","0871","0000","봉담자이프라이드시티","전세","72.6572","202408","15","25,000","0","32","2024","삼봉안길 30","202410~202610","신규","-","","","아파트"
"53455","제주특별자치도 제주시 도남동","78","0078","0000","영산홍","월세","59.9400","202408","15","500","54","5","1992","도남로17길 32","202409~202609","신규","-","","","아파트"
"53456","제주특별자치도 제주시 노형동","754-4","0754","0004","부영2차","전세","45.9078","202408","15","20,000","0","7","2001","과원로 11","202410~202610","신규","-","","","아파트"
"53457","제주특별자치도 제주시 노형동","920-13","0920","0013","노형해든빌(920-13)","전세","84.1100","202408","15","30,000","0","4","2012","원노형2길 38","202409~202609","갱신","사용","30,000","0","아파트"
"53458","제주특별자치도 제주시 노형동","732-1","0732","0001","해오름","월세","59.5600","202408","15","950","83","5","2001","연화로 16","202408~202608","갱신","-","950","83","아파트"
"53459","경기도 화성시 봉담읍 수영리","679","0679","0000","우방아이유쉘2단지","전세","84.9935","202408","15","28,000","0","1","2017","수영로 61-7","-","-","-","","","아파트"
"53460","경기도 화성시 봉담읍 동화리","647","0647","0000","봉담신동아파밀리에","월세","84.9525","202408","15","2,000","100","14","2015","동화새터길 55-39","202410~202610","신규","-","","","아파트"
"53461","제주특별자치도 제주시 화북이동","116","0116","0000","제주삼화사랑으로부영2차","월세","84.3616","202408","15","1,000","129","1","2013","화삼로 12","202411~202705","신규","-","","","아파트"
"53462","제주특별자치도 제주시 이도일동","1259-12","1259","0012","포트빌","월세","22.6100","202408","15","200","42","5","2012","중앙로 195-2","202408~202502","신규","-","","","아파트"
"53463","경기도 화성시 봉담읍 와우리","597","0597","0000","봉담센트럴푸르지오","전세","84.7594","202408","15","32,000","0","9","2017","와우로34번길 12","202410~202610","신규","-","","","아파트"
"53464","경기도 화성시 봉담읍 와우리","597","0597","0000","봉담센트럴푸르지오","전세","84.7594","202408","15","32,000","0","9","2017","와우로34번길 12","202410~202610","신규","-","","","아파트"
"53465","경기도 화성시 봉담읍 와우리","597","0597","0000","봉담센트럴푸르지오","월세","84.7594","202408","15","15,000","60","8","2017","와우로34번길 12","202409~202609","신규","-","","","아파트"
"53466","경기도 용인시 기흥구 마북동","651","0651","0000","구성역효성해링턴플레이스","전세","61.9300","202408","15","28,500","0","1","2016","구성로53번길 20","202411~202611","신규","-","","","아파트"
"53467","경기도 용인시 기흥구 마북동","659","0659","0000","e편한세상구성역플랫폼시티","전세","84.7796","202408","15","60,000","0","20","2024","구성로 15","202501~202610","신규","-","","","아파트"
"53468","경기도 용인시 기흥구 마북동","143","0143","0000","교동마을신창무궁화타운","월세","59.8500","202408","15","4,000","80","3","1996","마북로 186","202410~202610","신규","-","","","아파트"
"53469","경기도 용인시 기흥구 마북동","524-8","0524","0008","블루밍구성더센트럴","전세","84.9420","202408","15","35,000","0","13","2000","연원로42번길 2","-","-","-","","","아파트"
"53470","경기도 용인시 기흥구 마북동","524-8","0524","0008","블루밍구성더센트럴","전세","167.9740","202408","15","42,000","0","10","2000","연원로42번길 2","202410~202610","신규","-","","","아파트"
"53471","경기도 용인시 기흥구 마북동","524-8","0524","0008","블루밍구성더센트럴","전세","84.9420","202408","15","35,000","0","13","2000","연원로42번길 2","202408~202608","갱신","-","33,600","0","아파트"
"53472","경기도 용인시 기흥구 마북동","526-3","0526","0003","연원마을엘지","전세","84.9184","202408","15","40,000","0","5","1999","연원로 5","202410~202610","신규","-","","","아파트"
"53473","경기도 용인시 기흥구 마북동","526-3","0526","0003","연원마을엘지","전세","84.9184","202408","15","40,000","0","5","1999","연원로 5","202410~202610","신규","-","","","아파트"
"53474","경기도 용인시 기흥구 마북동","629","0629","0000","삼거마을삼성래미안1","전세","84.9900","202408","15","45,000","0","3","2002","용구대로2394번길 27","202410~202610","신규","-","","","아파트"
"53475","경기도 화성시 향남읍 발안리","305","0305","0000","우림필유","월세","84.4940","202408","15","2,000","100","19","2006","발안남로 66","202409~202609","신규","-","","","아파트"
"53476","경상남도 양산시 평산동","76-2","0076","0002","대우월드피아","월세","49.9050","202408","15","500","39","14","2014","평산중앙로 46","202408~202608","신규","-","","","아파트"
