"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"29010","경상남도 김해시 율하동","1405","1405","0000","율현마을율하e-편한세상","84.8660","202408","13","26,000","1107","3","개인","개인","2009","율하2로 198","-","중개거래","경남 김해시","24.09.30"
"29011","경상남도 함양군 함양읍 교산리","160","0160","0000","함양한주","73.3900","202408","13","16,850","103","5","개인","개인","1997","교산3길 6","-","중개거래","경남 함양군","24.09.03"
"29012","경상남도 진주시 이현동","121","0121","0000","동진빌라","146.3900","202408","13","12,000","1","1","개인","개인","1990","석갑로173번길 5-4","-","직거래","-","24.08.28"
"29013","경상남도 김해시 부곡동","1169","1169","0000","석봉마을8단지부영14차","59.9888","202408","13","12,650","801","3","개인","개인","2003","월산로 13-14","-","중개거래","경남 김해시","24.08.13"
"29014","경상남도 진주시 가좌동","721-1","0721","0001","대화리네르빌","82.3136","202408","13","20,500","102","2","개인","개인","2007","진주대로 652-15","-","중개거래","경남 진주시","24.10.14"
"29015","경상남도 김해시 진영읍 진영리","1611-4","1611","0004","중흥에스-클래스진영2단지","84.9610","202408","13","20,000","-","2","개인","개인","2006","장등로19번길 18","20240814","중개거래","경남 김해시","-"
"29016","전북특별자치도 전주시 덕진구 우아동3가","772","0772","0000","우아한시티","59.9850","202408","13","33,000","105동","2","개인","개인","2021","우아로 33","-","중개거래","전북 전주시 덕진구","25.01.31"
"29017","경상북도 구미시 송정동","531","0531","0000","힐스테이트송정2단지","84.9904","202408","13","32,700","202동","2","개인","개인","2020","백산로5길 20","-","중개거래","경북 구미시","24.08.23"
"29018","전라남도 해남군 해남읍 해리","684","0684","0000","명지","59.1600","202408","13","9,000","-","10","개인","개인","1997","교육청길 26","-","중개거래","전남 해남군","24.08.14"
"29019","경상남도 함양군 안의면 당본리","5-19","0005","0019","명가타운","80.7400","202408","13","11,500","-","7","개인","법인","2017","읍삼동길 21","-","직거래","-","24.08.22"
"29020","경상남도 진주시 가좌동","2056","2056","0000","포레나신진주","84.9543","202408","13","46,800","102동","27","개인","개인","2019","진주역로96번길 15","-","중개거래","경남 진주시","24.10.31"
"29021","경상남도 거제시 옥포동","1272-1","1272","0001","거송보라맨션","84.9600","202408","13","8,200","2호","6","개인","개인","1994","진목2길 82","-","중개거래","경남 거제시","24.09.20"
"29022","경상북도 구미시 형곡동","169","0169","0000","형곡주공4","51.0200","202408","13","14,300","402","1","개인","개인","1998","신시로 37","-","중개거래","경북 구미시","24.08.29"
"29023","경상남도 진주시 가좌동","2058","2058","0000","시티프라디움","84.9909","202408","13","45,900","-","9","개인","개인","2020","진주역로 114","20241104","중개거래","경남 진주시","-"
"29024","경상남도 진주시 가좌동","2058","2058","0000","시티프라디움","84.9909","202408","13","45,900","201동","9","개인","개인","2020","진주역로 114","-","중개거래","경남 진주시","24.12.31"
"29025","전북특별자치도 완주군 삼례읍 삼례리","297-10","0297","0010","대영1","33.1500","202408","13","3,200","-","2","개인","개인","1997","왕궁로 10","-","직거래","-","24.08.14"
"29026","전북특별자치도 전주시 덕진구 송천동2가","1287","1287","0000","전주송천동한라비발디1단지","84.9900","202408","13","37,200","108","11","개인","개인","2013","천마산로 113","-","중개거래","전북 전주시 덕진구","24.08.22"
"29027","전라남도 광양시 금호동","624-13","0624","0013","사랑","81.9450","202408","13","8,200","12","19","개인","개인","1992","금호로 73","-","직거래","-","24.08.13"
"29028","강원특별자치도 동해시 발한동","599-45","0599","0045","경민1차","69.2600","202408","13","6,800","1","3","개인","개인","1990","수원지2길 12-9","-","중개거래","강원 동해시","24.10.21"
"29029","경상남도 김해시 삼문동","1267","1267","0000","장유덕산아내에코캐슬","84.8188","202408","13","27,500","102동","17","개인","개인","2018","대청로 237","-","중개거래","경남 김해시","24.10.28"
"29030","경상북도 포항시 북구 창포동","656","0656","0000","창포메트로시티2단지","102.8350","202408","13","37,000","216동","15","개인","개인","2018","우창로 166","-","중개거래","경북 포항시 북구","24.09.10"
"29031","제주특별자치도 서귀포시 중문동","1701-3","1701","0003","이화빌라","74.8400","202408","13","8,500","-","4","개인","개인","1990","중문상로 100-4","-","직거래","-","24.09.10"
"29032","제주특별자치도 서귀포시 중문동","1725","1725","0000","중문남해오네뜨오션힐","84.8900","202408","13","31,000","109동","2","개인","개인","2016","중문상로82번길 15","-","중개거래","제주 서귀포시","24.08.21"
"29033","제주특별자치도 서귀포시 중문동","1802","1802","0000","포레나제주중문","84.9685","202408","13","60,000","104동","7","개인","개인","2023","중문상로82번길 45","-","중개거래","제주 서귀포시","24.08.29"
"29034","경상남도 창원시 마산합포구 현동","700","0700","0000","중흥S클래스프라디움3차","106.8746","202408","13","32,300","304동","1","개인","개인","2017","현동1길 8","-","중개거래","경남 창원시 마산합포구","24.10.21"
"29035","경상남도 거창군 거창읍 대동리","571","0571","0000","나리안길(107동)","84.9576","202408","13","32,000","107동","9","개인","법인","2023","거열로1길 62-30","-","직거래","-","24.09.10"
"29036","경상북도 포항시 북구 우현동","547","0547","0000","우현우방아이유쉘센트럴아파트","84.9667","202408","13","33,400","101동","20","개인","개인","2019","아치로 10","-","중개거래","경북 포항시 북구","24.10.04"
"29037","경상북도 포항시 북구 우현동","540","0540","0000","신동아베르디","129.5400","202408","13","27,500","202","10","개인","개인","2000","우창로 20","-","중개거래","경북 포항시 북구","24.12.18"
"29038","경상남도 김해시 외동","1251","1251","0000","내외대동한마음","59.6300","202408","13","15,000","302","8","개인","개인","1995","함박로101번길 19","-","중개거래","경남 김해시","24.10.24"
"29039","경상북도 포항시 북구 우현동","94-8","0094","0008","대동우방타운","84.9300","202408","13","16,500","105","13","개인","개인","1994","중앙로419번길 21","-","중개거래","경북 포항시 북구","24.09.13"
"29040","경상북도 구미시 도량동","88","0088","0000","주공3","41.8500","202408","13","4,000","311","2","개인","개인","1993","송동로 147","-","중개거래","경북 구미시","24.08.29"
"29041","전북특별자치도 군산시 미룡동","900-1","0900","0001","주공3차","59.4200","202408","13","9,400","311","18","개인","개인","2002","미룡로 42","-","중개거래","전북 군산시","24.09.13"
"29042","전북특별자치도 군산시 미룡동","858","0858","0000","대명1차(201동)","39.9600","202408","13","3,200","201","9","개인","개인","1998","칠성4길 20","-","중개거래","전북 군산시","24.08.14"
"29043","제주특별자치도 서귀포시 강정동","193","0193","0000","서귀포강정골드클래스","84.9789","202408","13","48,700","104동","12","개인","개인","2017","대청로 11","-","중개거래","제주 서귀포시","24.09.30"
"29044","전라남도 무안군 청계면 남성리","6","0006","0000","대호","38.6800","202408","13","2,800","101","11","개인","개인","1997","청계중앙길 54","-","직거래","-","24.08.16"
"29045","전북특별자치도 전주시 완산구 효자동1가","133","0133","0000","주공3","65.9900","202408","13","22,800","119","5","개인","개인","1984","용머리로 194","-","중개거래","전북 전주시 완산구","24.09.03"
"29046","경상북도 포항시 남구 연일읍 유강리","593","0593","0000","유강우방타운","84.9100","202408","13","14,800","102","7","개인","개인","1999","유강길 32","-","중개거래","경북 포항시 북구","24.12.02"
"29047","경상북도 칠곡군 석적읍 남율리","710","0710","0000","우방신천지","39.4200","202408","13","6,050","108","9","개인","개인","2002","석적로 955-19","-","중개거래","경북 칠곡군","24.09.09"
"29048","경상남도 거제시 아주동","1000","1000","0000","거제마린푸르지오1단지","84.9794","202408","13","16,750","103","2","개인","개인","2015","용소1길 17-17","-","직거래","-","24.09.04"
"29049","경상남도 창원시 의창구 도계동","395-2","0395","0002","상강한주맨션","84.9000","202408","13","24,900","-","8","개인","개인","1993","하남천동길16번길 11","20240814","중개거래","경남 창원시 의창구","-"
"29050","전북특별자치도 전주시 덕진구 호성동1가","900","0900","0000","호성주공2차","59.9600","202408","13","12,300","201","15","개인","개인","1997","소리로 188","-","중개거래","전북 전주시 덕진구","24.08.30"
"29051","경상남도 김해시 진영읍 진영리","1611-4","1611","0004","중흥에스-클래스진영2단지","84.9610","202408","13","20,000","210동","2","개인","개인","2006","장등로19번길 18","-","중개거래","경남 김해시","24.10.18"
"29052","경상남도 김해시 진영읍 진영리","1611-4","1611","0004","중흥에스-클래스진영2단지","74.1290","202408","13","19,300","206동","5","개인","개인","2006","장등로19번길 18","-","중개거래","경남 김해시","24.09.20"
"29053","경상남도 창원시 마산회원구 구암동","1212","1212","0000","신우","59.1516","202408","13","13,000","-","3","개인","개인","2001","구암남21길 3","-","중개거래","경남 창원시 마산회원구","24.09.13"
"29054","강원특별자치도 원주시 우산동","823","0823","0000","한라비발디2차","74.6300","202408","13","24,000","204","13","개인","개인","2014","봉화로 231","-","중개거래","강원 원주시","24.10.18"
"29055","경상남도 창원시 마산회원구 석전동","300","0300","0000","창원메트로시티석전","71.2807","202408","13","44,000","105","16","개인","개인","2019","석전남8길 40","-","중개거래","경남 창원시 마산회원구","24.09.13"
"29056","경상북도 안동시 송현동","295","0295","0000","송현2주공","42.4800","202408","13","6,000","119","1","개인","개인","1991","합전2길 12","-","직거래","-","24.08.20"
"29057","전북특별자치도 군산시 소룡동","663","0663","0000","제이파크","84.5266","202408","13","13,500","202","3","개인","개인","2006","해망로 606","-","중개거래","전북 군산시","24.09.20"
"29058","경상남도 김해시 무계동","156-1","0156","0001","석봉마을9단지부영5차","47.3820","202408","13","9,000","902","7","개인","개인","2002","금관대로599번길 27","-","중개거래","경남 김해시","24.10.08"
"29059","강원특별자치도 태백시 장성동","291","0291","0000","태백장성동아라이크텐","116.4764","202408","13","21,000","101동","10","개인","개인","2019","장성1길 117","-","직거래","-","24.08.23"
"29060","경상남도 창원시 의창구 서상동","649","0649","0000","중동대동다숲","84.9715","202408","13","39,900","108","11","개인","개인","2005","팔용로 512","-","중개거래","경남 창원시 의창구","24.10.02"
"29061","강원특별자치도 정선군 남면 문곡리","593","0593","0000","정선수려안","59.9850","202408","13","9,300","101","1","개인","개인","2011","별어곡2길 37","-","직거래","-","24.08.30"
"29062","전라남도 무안군 삼향읍 남악리","1480","1480","0000","근화베아채","59.9368","202408","13","17,200","108","15","개인","개인","2008","남악4로82번길 31","-","중개거래","전남 무안군","24.08.22"
"29063","전라남도 무안군 삼향읍 남악리","1480","1480","0000","근화베아채","59.9368","202408","13","17,000","108","3","개인","개인","2008","남악4로82번길 31","-","중개거래","전남 무안군","24.09.30"
"29064","전라남도 무안군 삼향읍 남악리","1584","1584","0000","부영애시앙","115.7575","202408","13","27,300","111","9","개인","개인","2007","남악5로72번길 7","-","중개거래","전남 목포시, 전남 무안군","24.09.12"
"29065","경상남도 진주시 충무공동","295","0295","0000","진주혁신도시중흥에스-클래스센트럴시티4단지","84.9815","202408","13","54,700","402동","10","개인","개인","2020","에나로175번길 11","-","중개거래","경남 진주시","24.10.22"
"29066","경상남도 김해시 삼정동","267-7","0267","0007","유한미소안","59.7441","202408","13","12,300","103","6","개인","개인","2006","활천로36번길 16","-","중개거래","경남 김해시","24.09.19"
"29067","전북특별자치도 전주시 완산구 삼천동1가","722-2","0722","0002","삼천하이츠","84.8700","202408","13","25,550","104","11","개인","개인","1997","강변로 106","-","중개거래","전북 전주시 완산구","24.10.29"
"29068","경상남도 사천시 곤양면 송전리","252-1","0252","0001","유덕타워","59.6200","202408","13","5,200","1","8","개인","개인","1992","서삼로 39","-","직거래","-","24.08.14"
"29069","경상남도 창원시 마산회원구 양덕동","161-1","0161","0001","대림하이빌","84.9365","202408","13","25,000","104","7","개인","개인","2002","양덕동2길 76","-","직거래","-","24.08.13"
"29070","전북특별자치도 완주군 삼례읍 수계리","1228-3","1228","0003","엘에이치비엘로스","59.0500","202408","13","26,800","201동","25","개인","개인","2022","삼봉3로 57","-","중개거래","전북 완주군","24.10.30"
"29071","강원특별자치도 삼척시 정상동","473","0473","0000","현진에버빌","80.4290","202408","13","23,500","-","10","개인","개인","2005","정상로 35","20240813","중개거래","강원 삼척시","-"
"29072","경상남도 김해시 봉황동","886","0886","0000","e편한세상봉황역","84.8333","202408","13","43,000","108동","25","개인","개인","2017","김해대로2324번길 54-27","-","중개거래","경남 김해시","24.10.07"
"29073","전북특별자치도 군산시 산북동","3589","3589","0000","하늘가","39.9500","202408","13","2,500","-","3","개인","개인","2001","부원로 116","-","중개거래","전북 군산시","24.08.14"
"29074","경상남도 김해시 봉황동","886","0886","0000","e편한세상봉황역","73.8974","202408","13","40,000","103동","13","개인","개인","2017","김해대로2324번길 54-27","-","중개거래","경남 김해시","24.09.05"
"29075","경상남도 김해시 무계동","156-1","0156","0001","석봉마을9단지부영5차","47.3820","202408","13","9,400","904","10","개인","개인","2002","금관대로599번길 27","-","중개거래","경남 김해시","24.09.30"
"29076","경상남도 김해시 삼정동","638-10","0638","0010","청구파크","84.8000","202408","13","14,400","-","5","개인","개인","2003","분성로512번길 27","-","중개거래","경남 김해시","24.09.02"
"29077","경상북도 포항시 남구 오천읍 구정리","45","0045","0000","정원맨션","59.7800","202408","13","5,800","라","3","개인","개인","1988","정몽주로694번길 7","-","중개거래","경북 포항시 남구","24.08.14"
"29078","강원특별자치도 삼척시 정상동","473","0473","0000","현진에버빌","80.4290","202408","13","23,500","101","10","개인","개인","2005","정상로 35","-","중개거래","강원 삼척시","24.10.25"
"29079","경상북도 김천시 율곡동","8","0008","0000","김천혁신도시이지더원","84.5988","202408","13","34,500","102동","9","개인","개인","2016","해오름1로 37","-","중개거래","경북 김천시","24.10.15"
"29080","경상남도 창원시 성산구 반림동","10","0010","0000","노블파크","76.0300","202408","13","52,000","125","16","개인","개인","2007","원이대로 449","-","중개거래","경남 창원시 성산구","24.09.30"
"29081","경상북도 김천시 율곡동","8","0008","0000","김천혁신도시이지더원","84.5988","202408","13","34,500","102동","9","개인","개인","2016","해오름1로 37","-","중개거래","경북 김천시","24.10.15"
"29082","전라남도 무안군 일로읍 오룡리","111","0111","0000","오룡에듀포레푸르지오(2단지)","84.9973","202408","13","33,800","207동","10","개인","개인","2020","오룡중앙동로 65","-","중개거래","전남 무안군","24.10.02"
"29083","경상북도 김천시 율곡동","411","0411","0000","센트럴파크한신휴플러스","84.9718","202408","13","44,100","202동","15","개인","개인","2016","혁신4로 12","-","중개거래","경북 김천시","24.09.12"
"29084","경상남도 창원시 성산구 반림동","18","0018","0000","트리비앙","59.9800","202408","13","42,100","228","9","개인","개인","2006","원이대로 495","-","중개거래","경남 창원시 성산구","24.09.13"
"29085","경상북도 포항시 남구 오천읍 문덕리","1359","1359","0000","신문덕코아루","69.6681","202408","13","21,000","103동","22","개인","개인","2018","해병로489번길 9","-","중개거래","경북 포항시 남구","24.09.27"
"29086","제주특별자치도 제주시 삼양이동","2318","2318","0000","제주삼화사랑으로부영3차","84.3616","202408","13","54,500","301","10","개인","개인","2013","화삼로 167","-","중개거래","제주 제주시","24.09.02"
"29087","경상북도 김천시 율곡동","416","0416","0000","중흥에스클래스프라디움","105.5501","202408","13","52,500","106동","5","개인","개인","2016","혁신6로 57","-","중개거래","경북 김천시","24.08.29"
"29088","경상북도 김천시 율곡동","773","0773","0000","힐스테이트 율곡","75.4692","202408","13","32,000","112","9","개인","개인","2015","용전1로 9","-","직거래","-","24.10.07"
"29089","전북특별자치도 완주군 봉동읍 둔산리","864-5","0864","0005","모아엘가","69.8455","202408","13","12,000","102","1","개인","법인","2012","둔산1로 131","-","직거래","-","24.08.27"
"29090","경상남도 김해시 구산동","1052-1","1052","0001","한일유앤아이","59.7790","202408","13","17,250","208","13","개인","개인","2004","구산로5번길 89","-","중개거래","경남 김해시","24.08.27"
"29091","경상남도 창원시 성산구 반지동","27","0027","0000","까치1차","31.4500","202408","13","14,800","106","1","개인","개인","1990","창원천로 254","-","중개거래","경남 창원시 성산구","24.08.22"
"29092","경상남도 김해시 삼정동","649-5","0649","0005","궁전아트빌","84.9350","202408","13","13,500","-","3","개인","개인","2003","인제로25번길 38","-","중개거래","경남 김해시","24.09.27"
"29093","경상북도 포항시 남구 연일읍 오천리","1013","1013","0000","연일에코코아루","84.9822","202408","13","21,000","104","16","개인","개인","2010","동문로54번길 20","-","중개거래","경북 포항시 남구","24.10.18"
"29094","전라남도 광양시 광양읍 칠성리","89-5","0089","0005","주공칠성3","39.6900","202408","13","2,500","313","5","개인","법인","1988","호북길 25","-","중개거래","전남 광양시","24.09.04"
"29095","강원특별자치도 동해시 효가동","481","0481","0000","동아더프라임2단지","84.9714","202408","13","21,000","201","3","개인","개인","2013","양지길 20-1","-","직거래","-","24.08.19"
"29096","경상남도 김해시 진영읍 좌곤리","377","0377","0000","동창원IC하우스토리","126.6492","202408","13","27,000","103","15","개인","개인","2008","하계로 9-29","-","중개거래","경남 김해시","24.12.02"
"29097","강원특별자치도 원주시 반곡동","1805","1805","0000","원주반곡아이파크","84.9818","202408","13","26,800","105","6","개인","개인","2008","늘품로 199","-","중개거래","강원 원주시","24.11.12"
"29098","경상남도 창원시 마산회원구 양덕동","84-1","0084","0001","메트로시티","84.9933","202408","13","48,300","120","4","개인","개인","2009","양덕서로 30","-","중개거래","경남 창원시 마산회원구","24.09.30"
"29099","경상남도 창원시 진해구 풍호동","305-8","0305","0008","창원마린푸르지오1단지","77.7335","202408","13","34,700","107동","1","개인","개인","2015","천자로 386","-","중개거래","경남 창원시 진해구","24.11.25"
"29100","경상북도 칠곡군 약목면 관호리","952","0952","0000","삼주강변타운","50.0000","202408","13","3,800","105","4","개인","개인","1993","관호8길 28-18","-","중개거래","경북 칠곡군","24.08.27"
"29101","강원특별자치도 정선군 사북읍 사북리","229-3","0229","0003","영동","48.7900","202408","13","2,600","3","3","개인","개인","1989","북일안길 51","-","직거래","-","24.08.27"
"29102","전북특별자치도 전주시 덕진구 송천동1가","12-10","0012","0010","송천진흥더블파크","84.9707","202408","13","34,700","104","3","개인","개인","2008","천마산로 100","-","중개거래","전북 전주시 덕진구","24.11.18"
"29103","전북특별자치도 완주군 이서면 갈산리","637","0637","0000","혁신도시 코오롱 하늘채 아파트 1단지","84.8530","202408","13","37,500","106","11","개인","개인","2014","출판로 25","-","중개거래","전북 완주군","24.10.10"
"29104","서울특별시 강북구 미아동","1357","1357","0000","삼각산아이원","84.7050","202408","13","68,500","101","23","개인","개인","2003","삼양로19길 113","-","중개거래","서울 강북구","24.11.05"
"29105","서울특별시 강북구 미아동","1371","1371","0000","꿈의숲한신더휴","59.9812","202408","13","73,000","104","5","개인","개인","2022","오패산로 202","-","중개거래","서울 강북구","24.10.02"
"29106","서울특별시 강북구 미아동","461","0461","0000","송천센트레빌","59.7620","202408","13","88,500","205","8","개인","개인","2010","숭인로 39","-","중개거래","서울 강북구, 서울 성북구","24.11.29"
"29107","서울특별시 강북구 미아동","461","0461","0000","송천센트레빌","59.7620","202408","13","88,500","-","8","개인","개인","2010","숭인로 39","20240924","중개거래","서울 강북구, 서울 성북구","-"
"29108","서울특별시 강북구 미아동","812","0812","0000","삼성래미안트리베라2단지","84.2900","202408","13","90,000","210","4","개인","개인","2010","삼양로27길 19","-","중개거래","서울 강북구","24.11.06"
"29109","서울특별시 서초구 반포동","18-1","0018","0001","래미안퍼스티지","117.1200","202408","13","537,000","112","14","개인","개인","2009","반포대로 275","-","중개거래","서울 서초구","24.12.27"
"29110","부산광역시 부산진구 연지동","406","0406","0000","연지자이2차","84.9215","202408","13","45,600","204","19","개인","개인","2011","초연로 11","-","중개거래","부산 부산진구","24.10.02"
"29111","서울특별시 노원구 월계동","556","0556","0000","주공2","38.6400","202408","13","31,500","216","5","개인","개인","1993","초안산로1길 18","-","중개거래","서울 노원구","24.09.06"
"29112","부산광역시 동래구 낙민동","93-1","0093","0001","한신","59.8400","202408","13","25,200","102","13","개인","개인","1999","안남로 46","-","중개거래","부산 동래구","24.09.27"
"29113","부산광역시 남구 대연동","1918","1918","0000","정성재아파트","58.6300","202408","13","42,700","101","11","개인","개인","2019","유엔로 211","-","중개거래","부산 남구","24.09.11"
"29114","부산광역시 사상구 엄궁동","726","0726","0000","롯데캐슬","126.2789","202408","13","53,000","204","27","개인","개인","2010","엄궁북로 62","-","중개거래","부산 사상구","24.11.20"
"29115","부산광역시 사상구 엄궁동","669-2","0669","0002","엄궁대림","59.8500","202408","13","15,900","101","11","개인","개인","1999","엄궁로 158","-","중개거래","부산 사상구","24.09.10"
"29116","부산광역시 사상구 엄궁동","669-2","0669","0002","엄궁대림","59.8500","202408","13","13,800","106","1","개인","개인","1999","엄궁로 158","-","중개거래","부산 사상구","24.09.20"
"29117","부산광역시 부산진구 연지동","50-6","0050","0006","화인","59.7200","202408","13","18,900","103","5","개인","개인","1996","동평로291번길 30","-","중개거래","부산 부산진구","24.10.14"
"29118","서울특별시 동작구 사당동","1157","1157","0000","이수역리가","84.7236","202408","13","135,000","101","15","개인","개인","2013","사당로27길 130","-","중개거래","서울 동작구","24.09.12"
"29119","서울특별시 동작구 사당동","240-15","0240","0015","제일","60.0300","202408","13","76,300","1","9","개인","개인","1987","사당로16다길 57","-","중개거래","서울 동작구","24.09.24"
"29120","서울특별시 성북구 장위동","323","0323","0000","꿈의숲아이파크","84.4800","202408","13","108,500","710","1","개인","개인","2022","돌곶이로40길 46","-","중개거래","서울 성북구","24.11.13"
"29121","서울특별시 성북구 장위동","320","0320","0000","래미안장위퍼스트하이","84.9400","202408","13","110,000","504","22","개인","개인","2020","한천로 713","-","중개거래","서울 성북구","25.01.16"
"29122","대구광역시 동구 신천동","1503","1503","0000","신천자이","84.8496","202408","13","37,800","-","12","개인","개인","2013","신암로16길 25","20240819","중개거래","대구 동구","-"
"29123","서울특별시 서초구 서초동","1344-23","1344","0023","서초자연인아파트(102동)","27.3800","202408","13","28,000","-","9","개인","법인","2013","서운로9길 18","-","중개거래","서울 서초구","24.09.20"
"29124","서울특별시 서초구 서초동","1757","1757","0000","서초그랑자이","84.5100","202408","13","332,000","-","14","개인","기타","2021","효령로 391","20241213","중개거래","서울 서초구","-"
"29125","서울특별시 서초구 서초동","1757","1757","0000","서초그랑자이","84.5100","202408","13","332,000","104동","14","개인","기타","2021","효령로 391","-","중개거래","서울 서초구","25.02.11"
"29126","서울특별시 서초구 서초동","1685","1685","0000","삼풍아파트","79.4700","202408","13","266,000","6","12","개인","개인","1988","서초중앙로 200","-","중개거래","서울 서초구","24.10.31"
"29127","서울특별시 서초구 서초동","1671-5","1671","0005","대림서초리시온","49.9200","202408","13","54,000","-","7","개인","개인","2003","서초중앙로22길 25","20240913","중개거래","서울 서초구","-"
"29128","부산광역시 사상구 덕포동","761-1","0761","0001","자유","61.5600","202408","13","9,300","2","15","개인","개인","1989","백양대로 820","-","중개거래","부산 사상구","24.09.09"
"29129","부산광역시 사상구 덕포동","386-3","0386","0003","덕포동벽산블루밍","74.8376","202408","13","26,000","102","11","개인","개인","2006","사상로342번길 39","-","중개거래","부산 사상구","24.09.30"
"29130","부산광역시 사상구 모라동","421","0421","0000","학산그린타운","78.6800","202408","13","14,000","1","13","개인","개인","1993","모라로 136-20","-","중개거래","부산 사상구","24.09.30"
"29131","부산광역시 사상구 모라동","203","0203","0000","모라벽산","59.8800","202408","13","14,800","106동","4","개인","개인","2001","백양대로934번길 84","-","중개거래","부산 사상구","24.09.27"
"29132","부산광역시 사상구 모라동","986-3","0986","0003","대상로웰아파트","48.3472","202408","13","16,700","-","4","개인","법인","2018","사상로 504","-","중개거래","부산 사상구","24.08.30"
"29133","부산광역시 해운대구 우동","1388-4","1388","0004","대우마리나1","84.2249","202408","13","98,000","103","12","개인","개인","1991","해운대해변로 117","-","중개거래","부산 해운대구","24.11.20"
"29134","서울특별시 강남구 역삼동","706-20","0706","0020","한화진넥스빌","39.2000","202408","13","30,300","-","7","개인","개인","2001","언주로86길 11","-","중개거래","서울 강남구","24.09.27"
"29135","서울특별시 강남구 역삼동","710","0710","0000","현대까르띠에710","230.0750","202408","13","515,000","-","10","개인","개인","2001","언주로86길 12","-","직거래","-","-"
"29136","서울특별시 강남구 역삼동","720-25","0720","0025","대우디오빌","30.0300","202408","13","33,000","-","18","개인","개인","2002","언주로 427","-","중개거래","서울 강남구","24.09.24"
"29137","서울특별시 강남구 역삼동","711-3","0711","0003","역삼자이","114.5958","202408","13","330,000","102","24","개인","개인","2016","언주로 420","-","중개거래","서울 강남구","25.01.06"
"29138","서울특별시 노원구 공릉동","737","0737","0000","삼익포레스트아파트","51.0300","202408","13","45,000","107","8","개인","개인","1995","공릉로46길 32","-","중개거래","서울 노원구","24.10.23"
"29139","부산광역시 해운대구 우동","1410-1","1410","0001","두산위브포세이돈","170.5000","202408","13","219,000","-","25","개인","개인","2007","마린시티1로 91","20250102","중개거래","부산 해운대구","-"
"29140","부산광역시 해운대구 우동","1410-1","1410","0001","두산위브포세이돈","170.5000","202408","13","219,000","101","25","개인","개인","2007","마린시티1로 91","-","중개거래","부산 해운대구","25.01.09"
"29141","서울특별시 노원구 공릉동","737","0737","0000","삼익포레스트아파트","51.0300","202408","13","45,000","-","8","개인","개인","1995","공릉로46길 32","20240814","중개거래","서울 노원구","-"
"29142","서울특별시 동작구 상도동","416","0416","0000","아이파크","84.9600","202408","13","113,500","101","13","개인","개인","2004","장승배기로 26","-","중개거래","서울 동작구","25.02.21"
"29143","서울특별시 동작구 상도동","904","0904","0000","상도역롯데캐슬파크엘","110.9878","202408","13","193,000","112","18","개인","개인","2021","양녕로 220","-","중개거래","서울 강동구, 서울 동작구","24.10.15"
"29144","서울특별시 동작구 상도동","903","0903","0000","e편한세상상도노빌리티","84.8746","202408","13","165,000","108","24","개인","개인","2018","만양로 6","-","중개거래","서울 동작구","24.12.23"
"29145","서울특별시 동작구 상도동","531","0531","0000","힐스테이트 상도 센트럴파크","84.7835","202408","13","145,000","102","8","개인","개인","2012","상도로 346-1","-","중개거래","서울 동작구","24.10.30"
"29146","대구광역시 동구 신천동","1503","1503","0000","신천자이","84.8496","202408","13","37,800","108","12","개인","개인","2013","신암로16길 25","-","중개거래","대구 동구","24.10.10"
"29147","부산광역시 해운대구 송정동","947","0947","0000","해운대송정우림필유아파트","59.8998","202408","13","35,500","103동","13","개인","개인","2015","송정1로8번길 25-78","-","직거래","-","24.08.26"
"29148","부산광역시 사하구 괴정동","1295","1295","0000","힐스테이트사하역","84.9210","202408","13","61,000","102","3","개인","개인","2022","괴정로 166","-","중개거래","부산 사하구","25.02.28"
"29149","서울특별시 성북구 길음동","1280","1280","0000","길음뉴타운2단지푸르지오","59.9900","202408","13","69,500","211","2","개인","개인","2005","길음로 119","-","중개거래","서울 성북구","24.09.02"
"29150","서울특별시 성북구 길음동","1284","1284","0000","길음뉴타운8단지(래미안)","84.9400","202408","13","98,500","802","1","개인","개인","2010","길음로 33","-","중개거래","서울 성북구","24.11.29"
"29151","부산광역시 해운대구 재송동","939-2","0939","0002","센텀이편한세상","73.4050","202408","13","60,800","111","29","개인","개인","2006","해운대로76번길 55","-","중개거래","부산 해운대구","24.09.20"
