"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"1933","전라남도 여수시 종화동","1***","단독","8m미만","105.50","106.00","202408","16","5,500","개인","개인","1976","하멜로","-","직거래","-"
"1934","전라남도 고흥군 포두면 오취리","3**","단독","8m미만","49.59","199.00","202408","16","4,000","개인","개인","1981","오취안길","-","직거래","-"
"1935","전라남도 곡성군 죽곡면 용정리","1**","단독","8m미만","69.79","274.00","202408","16","800","개인","개인","1931","용정길","-","직거래","-"
"1936","전북특별자치도 장수군 계남면 신전리","1***","단독","8m미만","79.10","273.70","202408","16","1,241","개인","개인","1955","신전농원2길","-","직거래","-"
"1937","충청북도 제천시 수산면 오티리","7*","단독","8m미만","63.50","247.00","202408","16","3,000","개인","개인","1986","청풍호로","-","직거래","-"
"1938","경상북도 영주시 문수면 월호리","1***","단독","8m미만","103.20","416.00","202408","16","2,500","개인","개인","1994","문수로","-","직거래","-"
"1939","경상남도 함안군 함안면 대산리","1***","단독","8m미만","157.07","678.00","202408","16","15,000","법인","개인","1994","한절골1길","-","직거래","-"
"1940","전북특별자치도 익산시 남중동","3**","단독","8m미만","83.43","183.00","202408","16","9,500","개인","개인","1987","익산대로44길","-","직거래","-"
"1941","충청남도 서천군 화양면 옥포리","4**","단독","8m미만","40.00","536.00","202408","16","2,360","개인","개인","1928","창봉길","-","직거래","-"
"1942","서울특별시 동작구 상도동","2**","다가구","8m미만","286.68","165.00","202408","16","115,000","개인","개인","1992","양녕로25가길","-","중개거래","서울 동작구"
"1943","경상북도 봉화군 봉화읍 화천리","1**","단독","8m미만","113.39","1402.00","202408","16","7,500","개인","개인","1998","꽃내1길","-","직거래","-"
"1944","서울특별시 영등포구 신길동","8*","다가구","8m미만","225.17","160.00","202408","16","130,000","개인","개인","1994","여의대방로53나길","20241212","중개거래","서울 영등포구"
"1945","인천광역시 계양구 용종동","2**","단독","12m미만","311.91","209.70","202408","16","70,000","개인","개인","1998","용종로96번길","-","중개거래","인천 계양구"
"1946","경기도 이천시 모가면 소고리","2**","단독","8m미만","139.16","616.00","202408","16","39,500","개인","개인","1997","공원로151번길","-","직거래","-"
"1947","충청북도 영동군 용산면 용산리","6*","단독","8m미만","59.40","486.00","202408","16","8,000","개인","개인","1990","용산로6길","-","직거래","-"
"1948","경기도 안성시 공도읍 마정리","3**","단독","8m미만","99.02","318.00","202408","16","56,848","개인","개인","2023","문터길","20250811","직거래","-"
"1949","충청북도 충주시 엄정면 가춘리","4**","단독","8m미만","124.10","795.00","202408","16","19,900","개인","개인","2010","안담길","-","중개거래","충북 충주시"
"1950","광주광역시 동구 지산동","7**","단독","12m미만","127.32","132.20","202408","16","20,000","개인","개인","1993","필문대로218번길","-","중개거래","광주 동구"
"1951","서울특별시 용산구 한남동","5**","다가구","8m미만","107.88","79.00","202408","16","240,000","개인","개인","2007","장문로51길","-","중개거래","서울 마포구, 서울 용산구"
"1952","대전광역시 중구 목동","7*","다가구","8m미만","160.33","162.00","202408","16","44,500","법인","개인","1992","어덕마을로","-","중개거래","대전 중구"
"1953","충청남도 보령시 대천동","7*","단독","12m미만","82.45","173.10","202408","16","13,200","개인","개인","1980","신평4길","-","중개거래","충남 보령시"
"1954","경기도 이천시 백사면 우곡리","*","단독","8m미만","217.48","498.00","202408","16","30,000","개인","개인","1994","청백리로","-","중개거래","경기 이천시"
"1955","강원특별자치도 평창군 대관령면 차항리","1**","다가구","8m미만","154.61","789.00","202408","16","20,008","개인","개인","2005","차항길","20241104","직거래","-"
"1956","서울특별시 강동구 성내동","4**","단독","8m미만","245.37","167.70","202408","16","120,000","개인","개인","1988","강동대로55길","-","중개거래","서울 강남구, 서울 강동구"
"1957","서울특별시 구로구 오류동","*","다가구","8m미만","166.14","109.00","202408","16","46,500","개인","개인","1994","경인로15길","-","중개거래","서울 구로구"
"1958","전라남도 구례군 구례읍 봉북리","1**","단독","8m미만","171.72","278.00","202408","16","23,000","개인","개인","1980","봉북샛길","20241031","직거래","-"
"1959","경기도 이천시 백사면 우곡리","*","단독","8m미만","217.48","498.00","202408","16","30,000","개인","개인","1994","청백리로","20241029","중개거래","경기 이천시"
"1960","경기도 양평군 서종면 문호리","5**","단독","8m미만","129.00","539.00","202408","16","48,000","개인","개인","2017","소구니2길","20241010","중개거래","경기 가평군"
"1961","경상남도 밀양시 부북면 대항리","9**","단독","12m미만","179.30","480.00","202408","16","16,800","개인","법인","2017","퇴로로","20241030","직거래","-"
"1962","충청남도 아산시 배방읍 장재리","1***","다가구","12m미만","141.00","122.00","202408","16","50,000","개인","개인","2017","용연동길70번길","-","중개거래","충남 아산시"
"1963","강원특별자치도 횡성군 둔내면 둔방내리","2**","단독","8m미만","80.27","659.00","202408","16","26,650","개인","개인","2018","둔방로","-","중개거래","강원 횡성군"
"1964","충청북도 청주시 청원구 우암동","3**","단독","12m미만","193.70","178.50","202408","16","22,000","개인","개인","1990","우암로20번길","-","직거래","-"
"1965","서울특별시 은평구 대조동","2**","다가구","12m미만","197.10","127.30","202408","16","56,000","개인","개인","1990","연서로24길","-","중개거래","서울 은평구"
"1966","경상북도 청송군 현동면 눌인리","1**","단독","25m미만","190.95","359.00","202408","16","12,000","개인","개인","2002","새마을로","-","직거래","-"
"1967","제주특별자치도 서귀포시 중문동","1***","단독","12m미만","97.41","600.00","202408","16","69,300","개인","개인","2004","중문로","20240923","중개거래","제주 서귀포시"
"1968","경상북도 포항시 북구 죽도동","3**","단독","8m미만","116.04","240.70","202408","16","10,000","개인","개인","1982","양학천로","-","직거래","-"
"1969","충청북도 청주시 상당구 용담동","1**","단독","12m미만","70.50","184.00","202408","16","19,500","개인","개인","1981","산성로101번길","-","직거래","-"
"1970","경상북도 경산시 압량읍 부적리","9*","단독","12m미만","469.73","508.00","202408","16","75,500","개인","개인","2006","부적길","-","중개거래","경북 경산시"
"1971","광주광역시 광산구 용곡동","1**","단독","8m미만","95.79","164.00","202408","16","10,000","개인","개인","2019","용곡길12번길","-","직거래","-"
"1972","경상남도 함양군 병곡면 월암리","4**","단독","8m미만","66.12","195.00","202408","16","5,500","개인","개인","1962","망월길","-","직거래","-"
"1973","전라남도 무안군 일로읍 망월리","5**","단독","8m미만","99.17","423.00","202408","16","4,600","개인","개인","1953","선비길","-","직거래","-"
"1974","경기도 안산시 상록구 사동","1***","다가구","8m미만","494.74","268.40","202408","16","72,000","개인","개인","1994","학사6길","-","직거래","-"
"1975","경상남도 하동군 악양면 동매리","4**","단독","8m미만","48.00","965.00","202408","16","2,900","개인","개인","2010","평촌길","-","직거래","-"
"1976","강원특별자치도 횡성군 둔내면 둔방내리","2**","단독","8m미만","80.27","659.00","202408","16","26,460","개인","개인","2018","둔방로","20241004","중개거래","강원 횡성군"
"1977","경기도 포천시 신북면 신평리","2**","단독","8m미만","104.75","992.00","202408","16","27,000","법인","개인","1996","신창길","-","중개거래","경기 포천시"
"1978","경기도 용인시 처인구 마평동","4**","단독","-","228.76","342.00","202408","16","79,950","개인","법인","1900","신송로55번길","-","직거래","-"
"1979","강원특별자치도 평창군 용평면 속사리","1**","단독","12m미만","119.41","2340.00","202408","16","25,700","개인","개인","2010","신약수로","-","중개거래","강원 평창군"
"1980","전북특별자치도 남원시 산내면 중황리","5**","단독","8m미만","111.79","426.00","202408","16","12,000","개인","개인","1998","황치길","-","직거래","-"
"1981","울산광역시 울주군 청량읍 동천리","4**","단독","12m미만","99.18","246.00","202408","16","30,750","개인","개인","2017","대복동천로","-","직거래","-"
"1982","전라남도 고흥군 동강면 청송리","6**","단독","8m미만","148.81","837.00","202408","16","14,500","개인","개인","2023","동강상송길","20240909","중개거래","전남 광양시"
"1983","전라남도 완도군 완도읍 장좌리","4**","단독","8m미만","98.22","527.00","202408","16","12,000","개인","개인","2017","장좌3길","-","직거래","-"
"1984","강원특별자치도 고성군 토성면 아야진리","7*","단독","8m미만","72.27","108.00","202408","16","7,500","개인","개인","1990","아야진해변길","-","중개거래","강원 속초시"
"1985","경기도 광주시 매산동","7**","단독","8m미만","198.24","672.00","202408","16","80,000","개인","개인","1993","독산동길","20240910","중개거래","경기 용인시 처인구"
"1986","경기도 안산시 단원구 대부남동","7**","단독","8m미만","40.30","605.00","202408","16","28,000","개인","개인","1962","쪽박섬길","-","직거래","-"
"1987","서울특별시 구로구 구로동","4**","단독","8m미만","40.99","102.00","202408","16","38,000","개인","개인","1967","구로동로38길","-","직거래","-"
"1988","전라남도 해남군 황산면 한자리","1**","단독","12m미만","42.98","436.00","202408","16","1,300","개인","개인","1900","고천암로","-","직거래","-"
"1989","경상남도 김해시 내동","1***","다가구","12m미만","324.55","206.90","202408","16","34,000","개인","개인","2009","금관대로1320번길","-","직거래","-"
"1990","경상북도 고령군 다산면 상곡리","4**","단독","8m미만","102.94","476.00","202408","16","22,600","개인","개인","2006","상곡5길","-","중개거래","경북 고령군"
"1991","경상남도 합천군 가회면 함방리","1**","단독","8m미만","110.55","367.00","202408","16","7,200","개인","개인","1999","구평길","-","중개거래","경남 산청군"
"1992","경상남도 창원시 마산합포구 오동동","*","단독","8m미만","35.70","79.30","202408","16","14,257","기타","개인","1998","오동동9길","-","직거래","-"
"1993","충청남도 천안시 서북구 두정동","1***","다가구","12m미만","580.68","299.30","202408","16","118,500","개인","개인","2012","두정상가3길","-","중개거래","충남 천안시 서북구"
"1994","제주특별자치도 제주시 애월읍 상귀리","2**","단독","8m미만","99.79","139.00","202408","16","20,000","개인","개인","2009","상귀동길","-","중개거래","제주 제주시"
"1995","경상북도 경주시 조양동","8**","단독","8m미만","89.40","514.00","202408","16","33,276","개인","개인","2022","조양탑리1길","-","중개거래","경북 경주시"
"1996","경상북도 경주시 조양동","8**","단독","8m미만","89.40","506.00","202408","16","15,700","개인","개인","2022","조양탑리1길","-","중개거래","경북 경주시"
"1997","경기도 부천시 소사구 소사본동","2**","단독","12m미만","123.44","221.70","202408","16","67,000","개인","개인","1982","소사로148번길","-","중개거래","경기 부천시 소사구"
"1998","충청북도 청주시 청원구 우암동","3**","다가구","8m미만","413.97","268.80","202408","16","48,000","개인","개인","2008","우암로54번길","-","중개거래","충북 청주시 청원구"
"1999","전북특별자치도 전주시 덕진구 진북동","4**","단독","8m미만","72.71","165.90","202408","16","22,350","개인","개인","1970","진북2길","-","중개거래","전북 전주시 덕진구"
"2000","전북특별자치도 익산시 남중동","1**","다가구","12m미만","499.43","262.00","202408","16","73,500","개인","개인","2016","중앙로7길","-","중개거래","전북 익산시"
"2001","대구광역시 동구 동호동","4*","단독","8m미만","121.71","173.20","202408","16","26,000","법인","개인","1900","반야월로","-","직거래","-"
"2002","경상북도 구미시 산동읍 봉산리","3**","다가구","12m미만","702.22","330.20","202408","16","91,500","개인","개인","2001","산호대로43길","-","중개거래","경북 구미시"
"2003","충청남도 논산시 부적면 마구평리","*","단독","8m미만","97.41","250.00","202408","16","14,000","개인","개인","1970","계백로1459번길","-","중개거래","충남 논산시"
"2004","울산광역시 울주군 청량읍 상남리","8**","단독","12m미만","428.88","244.60","202408","16","69,000","개인","개인","2012","상남2길","-","중개거래","울산 울주군"
"2005","경상북도 경주시 서악동","1***","단독","8m미만","39.89","205.00","202408","16","33,000","개인","개인","1924","장매길","-","중개거래","울산 남구"
"2006","충청남도 부여군 옥산면 홍연리","2**","단독","8m미만","85.93","615.00","202408","16","3,000","개인","개인","1996","홍연로26번길","-","직거래","-"
"2007","서울특별시 중랑구 면목동","3*","단독","8m미만","392.30","172.00","202408","16","46,000","개인","개인","1995","용마산로94길","-","직거래","-"
"2008","경상북도 김천시 어모면 중왕리","7**","단독","12m미만","83.70","299.50","202408","16","12,700","개인","개인","1995","어모문화3길","-","중개거래","경북 김천시"
"2009","전북특별자치도 익산시 남중동","3**","단독","8m미만","83.43","183.00","202408","16","9,500","개인","개인","1987","익산대로44길","-","직거래","-"
"2010","경기도 안성시 낙원동","6**","단독","8m미만","31.50","67.00","202408","16","11,000","개인","개인","1994","중앙로440번길","-","직거래","-"
"2011","전북특별자치도 남원시 향교동","1**","단독","8m미만","42.00","192.00","202408","16","8,100","개인","개인","1969","옥정3길","-","중개거래","전북 남원시"
"2012","충청남도 태안군 태안읍 동문리","4**","단독","8m미만","76.92","175.00","202408","16","10,500","개인","개인","1984","한양길","-","중개거래","충남 태안군"
"2013","경기도 안성시 인지동","3**","다가구","12m미만","622.07","350.00","202408","16","113,000","개인","개인","2012","장기1길","-","중개거래","경기 안성시"
"2014","울산광역시 울주군 웅촌면 곡천리","8**","단독","8m미만","84.00","1296.00","202408","16","39,000","개인","개인","2007","정주권로","-","중개거래","울산 울주군"
"2015","경기도 여주시 세종대왕면 광대리","4**","단독","8m미만","36.96","331.00","202408","16","15,500","개인","개인","2013","월평로","-","중개거래","경기 여주시"
"2016","충청남도 아산시 온천동","3**","단독","8m미만","150.80","155.90","202408","16","15,000","개인","개인","1979","청운로84번길","-","중개거래","충남 아산시"
"2017","전북특별자치도 전주시 완산구 삼천동1가","5**","다가구","8m미만","191.61","217.60","202408","16","23,000","개인","개인","1991","송정로","20241009","중개거래","전북 전주시 완산구"
"2018","전라남도 구례군 구례읍 봉서리","1***","단독","8m미만","129.72","364.00","202408","16","13,300","개인","개인","1991","봉서산정길","-","중개거래","전남 구례군"
"2019","제주특별자치도 서귀포시 성산읍 오조리","1***","단독","8m미만","99.24","483.00","202408","16","33,000","개인","개인","2015","병문로","-","중개거래","제주 제주시"
"2020","강원특별자치도 평창군 방림면 운교리","1***","단독","8m미만","56.84","670.00","202408","16","6,300","개인","개인","2013","배나무골길","-","직거래","-"
"2021","강원특별자치도 평창군 방림면 운교리","1***","단독","8m미만","105.40","328.00","202408","16","7,500","개인","개인","2000","배나무골길","-","직거래","-"
"2022","경상북도 경산시 평산동","3**","단독","8m미만","100.08","180.00","202408","16","7,000","개인","개인","1996","임내길","-","중개거래","경북 경산시"
"2023","경상북도 경주시 건천읍 조전리","1*","단독","25m미만","118.27","407.00","202408","16","31,440","개인","개인","1981","내서로","-","직거래","-"
"2024","충청북도 괴산군 청안면 문당리","5*","단독","8m미만","261.09","1260.00","202408","16","28,000","개인","개인","2009","질마로","-","직거래","-"
"2025","경기도 연천군 신서면 대광리","3**","단독","8m미만","122.97","330.00","202408","16","6,011","개인","개인","2009","연신로1375번길","-","직거래","-"
"2026","대구광역시 중구 대봉동","*","단독","8m미만","26.45","106.00","202408","16","10,000","개인","개인","1980","동덕로14길","-","직거래","-"
"2027","부산광역시 연제구 연산동","1**","단독","8m미만","118.02","124.10","202408","16","37,000","기타","개인","1980","고분로254번길","-","직거래","-"
"2028","대전광역시 대덕구 비래동","5**","다가구","12m미만","142.90","266.20","202408","16","56,000","개인","개인","1982","비래서로10번길","-","중개거래","대전 대덕구"
"2029","전라남도 완도군 완도읍 장좌리","4**","단독","8m미만","98.22","527.00","202408","16","12,000","개인","개인","2017","장좌3길","-","직거래","-"
"2030","전북특별자치도 진안군 진안읍 물곡리","1***","단독","8m미만","87.59","552.00","202408","16","2,839","개인","개인","1994","궁동3길","-","직거래","-"
"2031","경상남도 거제시 사등면 덕호리","2**","단독","8m미만","103.46","283.00","202408","16","8,000","개인","개인","1995","광리길","-","중개거래","경남 거제시"
"2032","경상북도 경주시 조양동","8**","단독","8m미만","89.40","514.00","202408","16","24,488","개인","개인","2022","조양탑리1길","20240827","중개거래","경북 경주시"
"2033","경상북도 경주시 조양동","8**","단독","8m미만","89.40","506.00","202408","16","24,488","개인","개인","2022","조양탑리1길","20240827","중개거래","경북 경주시"
"2034","충청북도 제천시 신백동","3**","단독","8m미만","36.36","516.00","202408","16","16,000","개인","개인","1943","의병대로34안길","-","직거래","-"
"2035","충청남도 서산시 팔봉면 어송리","1***","단독","8m미만","102.60","740.00","202408","16","25,900","개인","개인","2017","어송솔티1길","-","중개거래","충남 서산시"
"2036","충청남도 태안군 남면 진산리","1*","단독","8m미만","89.30","377.00","202408","16","10,000","개인","개인","1989","연꽃길","-","중개거래","경기 화성시"
"2037","전북특별자치도 전주시 덕진구 덕진동2가","6**","단독","12m미만","543.21","329.70","202408","16","85,000","개인","개인","2013","가리내8길","-","중개거래","전북 전주시 덕진구"
"2038","전라남도 순천시 금곡동","8*","단독","8m미만","164.34","361.00","202408","16","50,000","개인","개인","1987","서문성터길","-","중개거래","전남 순천시"
"2039","전라남도 무안군 삼향읍 임성리","5**","단독","8m미만","95.94","314.00","202408","16","11,500","개인","개인","1998","대안길","-","중개거래","전남 목포시"
"2040","경상남도 진주시 옥봉동","1**","단독","8m미만","61.92","112.00","202408","16","5,000","개인","개인","1980","향교로109번길","-","중개거래","서울 송파구"
"2041","경기도 광주시 곤지암읍 오향리","1**","단독","8m미만","120.54","283.00","202408","16","30,000","개인","개인","2017","오향길34번길","-","중개거래","경기 광주시"
"2042","충청북도 충주시 엄정면 괴동리","3**","단독","8m미만","94.02","361.00","202408","16","11,000","개인","개인","1974","비석1길","-","중개거래","서울 강남구"
"2043","강원특별자치도 영월군 북면 문곡리","6**","단독","12m미만","55.70","292.00","202408","16","2,000","개인","개인","1942","원동재로","20250526","직거래","-"
"2044","경상남도 하동군 청암면 명호리","1***","단독","8m미만","76.26","575.00","202408","16","18,200","개인","개인","2019","명사길","-","중개거래","경남 진주시"
"2045","충청남도 청양군 비봉면 방한리","1*","단독","8m미만","128.33","660.00","202408","16","3,530","개인","개인","2002","큰한술길","-","직거래","-"
"2046","경기도 이천시 장호원읍 선읍리","2**","단독","8m미만","128.07","500.00","202408","16","21,500","개인","개인","2007","경충대로309번길","20250222","중개거래","경기 성남시 중원구"
"2047","강원특별자치도 영월군 무릉도원면 무릉리","6**","단독","8m미만","86.15","508.00","202408","15","18,200","개인","개인","2020","아래골길","-","중개거래","강원 영월군"
"2048","전북특별자치도 전주시 완산구 동서학동","1**","단독","8m미만","40.32","158.70","202408","15","13,000","개인","개인","1971","전주천서로","20241011","중개거래","전북 전주시 덕진구"
"2049","서울특별시 강동구 성내동","4**","다가구","8m미만","476.70","237.10","202408","15","210,000","개인","개인","1997","양재대로95길","-","직거래","-"
"2050","광주광역시 남구 주월동","9**","단독","12m미만","99.76","148.70","202408","15","25,300","개인","개인","1985","군분로65번길","-","중개거래","광주 동구"
"2051","경기도 연천군 군남면 남계리","1***","단독","8m미만","84.00","378.00","202408","15","14,950","개인","개인","2000","황남로","-","중개거래","경기 연천군"
"2052","광주광역시 남구 주월동","9**","단독","12m미만","99.76","148.70","202408","15","25,300","개인","개인","1985","군분로65번길","-","중개거래","광주 동구, 광주 서구"
"2053","충청남도 서천군 시초면 선동리","3**","단독","8m미만","83.28","930.00","202408","15","21,800","개인","개인","2020","시초남로45번길","20241122","중개거래","충남 서천군"
"2054","충청북도 청주시 흥덕구 복대동","2***","다가구","12m미만","435.66","190.80","202408","15","54,500","개인","개인","2000","진재로47번길","-","중개거래","충북 청주시 서원구"
"2055","서울특별시 서대문구 북아현동","3*","다가구","8m미만","190.35","119.00","202408","15","130,000","개인","개인","1991","신촌로37길","-","중개거래","서울 서대문구"
"2056","경기도 성남시 중원구 중앙동","3**","단독","8m미만","86.47","71.40","202408","15","85,000","개인","개인","1973","광명로","-","중개거래","경기 성남시 중원구"
"2057","경기도 평택시 청북읍 삼계리","4**","단독","8m미만","219.98","692.00","202408","15","24,000","개인","개인","1998","삼계1길","-","중개거래","경기 평택시"
"2058","경상북도 구미시 인의동","4**","다가구","12m미만","322.68","166.00","202408","15","62,000","개인","개인","2007","여헌로11길","-","직거래","-"
"2059","경상남도 통영시 인평동","1**","단독","8m미만","57.97","99.00","202408","15","4,150","개인","개인","1991","한실3길","-","중개거래","경남 통영시"
"2060","경상북도 구미시 진평동","5**","다가구","8m미만","315.84","177.00","202408","15","60,000","개인","개인","2002","인동8길","-","직거래","-"
"2061","경상남도 통영시 명정동","3**","단독","8m미만","55.21","142.00","202408","15","4,800","법인","개인","1975","충렬1길","-","중개거래","경기 수원시 권선구"
"2062","전라남도 영암군 신북면 월평리","*","단독","12m미만","74.48","114.00","202408","15","4,500","개인","개인","","간은정로","-","직거래","-"
"2063","서울특별시 강동구 둔촌동","7*","단독","8m미만","132.44","99.00","202408","15","111,000","개인","개인","2009","풍성로65길","-","중개거래","서울 강동구"
"2064","경기도 광주시 퇴촌면 관음리","6**","단독","8m미만","176.37","644.00","202408","15","57,100","개인","개인","2010","천진암로570번길","-","직거래","-"
"2065","충청북도 청주시 청원구 내덕동","1**","단독","8m미만","292.74","162.00","202408","15","39,200","기타","개인","1994","안덕벌로15번길","-","직거래","-"
"2066","경상남도 거창군 거창읍 중앙리","4**","단독","12m미만","129.15","245.00","202408","15","30,500","개인","개인","1991","죽전5길","-","직거래","-"
"2067","제주특별자치도 제주시 오라일동","2***","단독","12m미만","143.62","188.50","202408","15","37,500","개인","개인","1983","공설로11길","20240820","중개거래","제주 제주시"
"2068","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","115.87","61.50","202408","15","62,000","개인","개인","1994","탄리로42번길","-","중개거래","경기 성남시 수정구"
"2069","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","115.87","61.50","202408","15","62,000","개인","개인","1994","탄리로42번길","-","중개거래","경기 성남시 수정구"
"2070","강원특별자치도 강릉시 주문진읍 주문리","2**","단독","8m미만","45.90","144.00","202408","15","4,500","개인","개인","","등대길","-","직거래","-"
"2071","경기도 여주시 북내면 중암리","3**","단독","8m미만","92.72","584.00","202408","15","23,000","개인","개인","2021","중암2길","20240816","중개거래","경기 여주시"
"2072","서울특별시 동대문구 이문동","1**","단독","8m미만","32.00","50.00","202408","15","70,224","개인","개인","1969","외대역동로34길","-","중개거래","서울 동대문구"
"2073","강원특별자치도 원주시 단계동","8**","단독","12m미만","422.86","221.10","202408","15","74,000","개인","개인","2013","금불4길","-","중개거래","강원 원주시"
"2074","경기도 안산시 상록구 일동","5**","다가구","8m미만","288.54","269.70","202408","15","81,000","법인","개인","1993","성호로","-","중개거래","경기 안산시 상록구"
"2075","전라남도 순천시 조례동","7**","단독","8m미만","193.06","170.00","202408","15","50,000","개인","개인","2021","비봉2길","20241106","중개거래","전남 순천시"
"2076","경상북도 경산시 하양읍 도리리","1**","단독","8m미만","121.77","291.00","202408","15","22,000","개인","개인","1960","도리길","-","중개거래","경북 경산시"
"2077","서울특별시 동작구 사당동","9*","단독","8m미만","210.99","132.00","202408","15","153,000","법인","개인","1988","동작대로31길","-","중개거래","서울 송파구, 서울 용산구"
"2078","서울특별시 동작구 사당동","9*","단독","8m미만","194.19","136.00","202408","15","150,000","법인","개인","1987","동작대로31길","-","중개거래","서울 동작구, 서울 용산구"
"2079","대전광역시 대덕구 비래동","1**","단독","12m미만","123.54","171.50","202408","15","33,000","개인","개인","1982","우암로492번길","-","중개거래","대전 대덕구, 대전 동구"
"2080","인천광역시 서구 청라동","7*","단독","8m미만","143.40","182.05","202408","15","80,000","개인","개인","2023","청라한내로174번길","-","직거래","-"
"2081","충청북도 충주시 문화동","1***","단독","25m이상","468.65","225.10","202408","15","46,000","개인","개인","1991","중원대로","-","중개거래","충북 충주시"
"2082","전북특별자치도 완주군 봉동읍 둔산리","8**","단독","12m미만","360.41","221.30","202408","15","46,700","개인","개인","2006","원둔산4길","-","중개거래","전북 완주군"
"2083","경상북도 안동시 신세동","7*","단독","8m미만","164.83","241.00","202408","15","18,100","개인","개인","1989","태사길","-","중개거래","경북 안동시"
"2084","충청남도 서천군 시초면 선동리","3**","단독","8m미만","83.28","930.00","202408","15","21,750","개인","개인","2020","시초남로45번길","-","중개거래","충남 서천군"
"2085","서울특별시 송파구 풍납동","4**","단독","8m미만","398.00","179.20","202408","15","220,000","개인","개인","2009","올림픽로47길","-","중개거래","서울 송파구"
"2086","강원특별자치도 횡성군 공근면 초원리","2**","단독","8m미만","197.64","660.00","202408","15","9,495","개인","개인","2006","초원안길","-","중개거래","강원 횡성군"
"2087","전라남도 광양시 광양읍 죽림리","7**","단독","8m미만","70.54","317.00","202408","15","7,506","개인","개인","2016","쌍두길","-","중개거래","광주 북구"
"2088","전라남도 순천시 조례동","7**","단독","8m미만","193.06","170.00","202408","15","49,200","개인","개인","2021","비봉2길","-","중개거래","전남 순천시"
"2089","충청남도 아산시 둔포면 신남리","7**","단독","8m미만","286.89","440.00","202408","15","63,592","개인","개인","2018","장영실로","-","직거래","-"
"2090","경기도 이천시 신둔면 남정리","3*","단독","8m미만","99.07","413.00","202408","15","56,500","개인","개인","2022","황무로610번길","-","직거래","-"
"2091","경상북도 의성군 다인면 서릉리","5*","단독","8m미만","84.45","402.00","202408","15","6,800","개인","개인","1992","서부로","-","직거래","-"
"2092","충청북도 청주시 상당구 수동","3**","다가구","8m미만","384.52","215.20","202408","15","41,900","개인","개인","2002","대성로161번길","-","중개거래","충북 청주시 상당구"
"2093","경상북도 영주시 영주동","3*","다가구","12m미만","658.83","603.10","202408","15","110,880","개인","개인","2017","번영로181번길","-","직거래","-"
"2094","경기도 성남시 수정구 태평동","6**","단독","8m미만","129.16","70.40","202408","15","43,300","개인","개인","1992","태평로64번길","-","중개거래","경기 성남시 수정구"
"2095","충청남도 보령시 청소면 성연리","2**","단독","8m미만","62.00","403.00","202408","15","5,000","개인","개인","2003","넙티로","-","직거래","-"
"2096","경상남도 통영시 도산면 수월리","3**","단독","8m미만","82.98","437.00","202408","15","12,500","개인","개인","2014","구촌길","-","중개거래","경남 통영시"
"2097","경상북도 영주시 풍기읍 백리","6**","단독","8m미만","72.80","328.00","202408","15","9,000","개인","개인","2001","전구로25번길","-","직거래","-"
"2098","강원특별자치도 고성군 거진읍 초계리","4**","단독","8m미만","54.99","198.00","202408","15","960","개인","개인","1957","초계길","-","직거래","-"
"2099","경기도 화성시 서신면 백미리","5**","단독","8m미만","56.21","330.00","202408","15","14,500","개인","개인","2015","밸미길","-","직거래","-"
"2100","충청북도 제천시 동현동","3*","단독","8m미만","85.26","165.00","202408","15","11,000","개인","개인","1996","풍양로21안길","-","중개거래","충북 제천시"
"2101","경상남도 진주시 봉곡동","4**","다가구","12m미만","490.77","201.40","202408","15","59,500","개인","개인","2009","촉석로115번길","-","중개거래","경남 진주시"
"2102","경상북도 포항시 남구 대도동","1*","다가구","12m미만","506.72","313.00","202408","15","55,000","개인","개인","2013","양학천로136번길","-","중개거래","경북 포항시 북구"
"2103","경상북도 경주시 외동읍 모화리","7**","단독","8m미만","64.80","320.00","202408","15","17,000","개인","개인","1999","모화북2길","-","중개거래","울산 남구"
"2104","경기도 파주시 아동동","3**","단독","8m미만","98.53","119.00","202408","15","6,000","개인","개인","1993","면산말길","-","직거래","-"
"2105","부산광역시 동래구 안락동","2**","단독","25m미만","155.27","143.00","202408","15","41,000","개인","개인","1985","안남로","-","직거래","-"
